Method:,Column 1,,
Host Date-Time:,17/12/20 @ 12:3:6,,
Header Version:,1,,
System Temp hundredths:,2727,,
Detector Temp hundredths:,2357,,
Humidity hundredths:,1757,,
Lamp PD:,3660,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.119615,91207.000000,69249.000000
905.391135,0.116401,100140.000000,76596.000000
909.293086,0.115288,108241.000000,83005.000000
913.190685,0.114938,116884.000000,89705.000000
917.083931,0.116816,127518.000000,97444.000000
920.972825,0.117734,140036.000000,106784.000000
926.151245,0.115706,160442.000000,122917.000000
930.029983,0.114044,176924.000000,136064.000000
933.904368,0.109595,192482.000000,149553.000000
937.774400,0.106761,207019.000000,161901.000000
941.640080,0.103668,220214.000000,173451.000000
945.501407,0.099508,231781.000000,184319.000000
949.358382,0.096899,242385.000000,193913.000000
953.211004,0.095052,252506.000000,202871.000000
957.059273,0.093527,262404.000000,211565.000000
962.183529,0.093595,275634.000000,222197.000000
966.021642,0.092115,285310.000000,230782.000000
969.855403,0.091432,294814.000000,238845.000000
973.684811,0.091644,303951.000000,246127.000000
977.509867,0.091115,312634.000000,253467.000000
981.330570,0.092136,320588.000000,259305.000000
985.146920,0.092098,327227.000000,264698.000000
988.958918,0.092381,332863.000000,269082.000000
992.766563,0.091979,337748.000000,273284.000000
997.836653,0.091968,342296.000000,276971.000000
1001.634142,0.092607,344897.000000,278665.000000
1005.427279,0.092250,346533.000000,280217.000000
1009.216063,0.092312,347364.000000,280849.000000
1013.000494,0.092969,347610.000000,280623.000000
1016.780573,0.093015,347104.000000,280185.000000
1020.556299,0.093150,346356.000000,279494.000000
1024.327673,0.092937,345314.000000,278790.000000
1028.094694,0.092201,344068.000000,278255.000000
1033.110618,0.092216,342670.000000,277115.000000
1036.867483,0.092541,341443.000000,275916.000000
1040.619996,0.091718,340565.000000,275729.000000
1044.368155,0.091579,339602.000000,275037.000000
1048.111963,0.091702,339187.000000,274623.000000
1051.851417,0.091006,338370.000000,274401.000000
1055.586519,0.090893,337732.000000,273955.000000
1059.317269,0.090728,337270.000000,273684.000000
1063.043666,0.090186,337131.000000,273913.000000
1068.005424,0.090329,337198.000000,273877.000000
1071.721665,0.091344,337936.000000,273836.000000
1075.433553,0.091085,338814.000000,274711.000000
1079.141089,0.090803,339835.000000,275718.000000
1082.844272,0.091536,341087.000000,276267.000000
1086.543103,0.090852,342595.000000,277926.000000
1090.237580,0.091012,344242.000000,279159.000000
1093.927706,0.090826,346318.000000,280963.000000
1097.613478,0.090687,348067.000000,282472.000000
1102.521071,0.090387,350874.000000,284947.000000
1106.196688,0.090317,352530.000000,286338.000000
1109.867952,0.090408,354393.000000,287791.000000
1113.534864,0.089679,356181.000000,289729.000000
1117.197422,0.089381,357783.000000,291232.000000
1120.855629,0.088607,359117.000000,292839.000000
1124.509482,0.089296,360790.000000,293737.000000
1128.158984,0.089613,361832.000000,294370.000000
1131.804132,0.090299,363284.000000,295085.000000
1136.657559,0.092073,364834.000000,295136.000000
1140.292552,0.092187,365983.000000,295988.000000
1143.923192,0.093578,367533.000000,296291.000000
1147.549479,0.095544,368590.000000,295801.000000
1151.171414,0.097383,369591.000000,295351.000000
1154.788996,0.099137,370608.000000,294970.000000
1158.402225,0.101153,371792.000000,294542.000000
1162.011102,0.103346,373034.000000,294037.000000
1165.615627,0.105587,374075.000000,293340.000000
1170.414889,0.109252,375979.000000,292356.000000
1174.009257,0.111781,377809.000000,292073.000000
1177.599273,0.115405,379926.000000,291269.000000
1181.184936,0.119088,382215.000000,290549.000000
1184.766246,0.122387,385401.000000,290754.000000
1188.343204,0.125783,388776.000000,291016.000000
1191.915809,0.131101,392428.000000,290174.000000
1195.484062,0.133537,395791.000000,291024.000000
1199.047962,0.136591,399382.000000,291607.000000
1203.793059,0.139546,405070.000000,293754.000000
1207.346803,0.140179,409052.000000,296210.000000
1210.896194,0.139560,412904.000000,299426.000000
1214.441233,0.137267,416885.000000,303913.000000
1217.981920,0.133929,421320.000000,309516.000000
1221.518253,0.130905,425284.000000,314611.000000
1225.050234,0.128411,429183.000000,319324.000000
1228.577863,0.126398,433814.000000,324269.000000
1232.101139,0.125518,438565.000000,328485.000000
1236.792070,0.124975,444300.000000,333197.000000
1240.305190,0.124918,448060.000000,336061.000000
1243.813957,0.125206,452297.000000,339014.000000
1247.318372,0.125512,455893.000000,341469.000000
1250.818434,0.125584,459082.000000,343800.000000
1254.314143,0.126466,462510.000000,345665.000000
1257.805500,0.126833,466532.000000,348376.000000
1261.292505,0.127729,470752.000000,350803.000000
1264.775157,0.127866,474874.000000,353763.000000
1269.411922,0.128716,480696.000000,357400.000000
1272.884417,0.128379,486062.000000,361670.000000
1276.352561,0.128242,490790.000000,365303.000000
1279.816351,0.128173,494557.000000,368166.000000
1283.275789,0.126861,498768.000000,372424.000000
1286.730874,0.126849,502917.000000,375532.000000
1290.181607,0.126406,506587.000000,378659.000000
1293.627987,0.125328,509239.000000,381587.000000
