Method:,Column 1,,
Host Date-Time:,14/1/21 @ 10:54:0,,
Header Version:,1,,
System Temp hundredths:,2899,,
Detector Temp hundredths:,2426,,
Humidity hundredths:,1041,,
Lamp PD:,3652,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.194509,91207.000000,58280.000000
905.391135,0.187354,100140.000000,65051.000000
909.293086,0.188222,108241.000000,70173.000000
913.190685,0.187450,116884.000000,75911.000000
917.083931,0.189634,127518.000000,82402.000000
920.972825,0.188771,140036.000000,90671.000000
926.151245,0.190903,160442.000000,103375.000000
930.029983,0.187531,176924.000000,114883.000000
933.904368,0.183506,192482.000000,126149.000000
937.774400,0.180515,207019.000000,136614.000000
941.640080,0.177141,220214.000000,146455.000000
945.501407,0.174872,231781.000000,154955.000000
949.358382,0.172294,242385.000000,163009.000000
953.211004,0.171634,252506.000000,170074.000000
957.059273,0.170409,262404.000000,177240.000000
962.183529,0.170374,275634.000000,186191.000000
966.021642,0.168208,285310.000000,193691.000000
969.855403,0.168277,294814.000000,200111.000000
973.684811,0.168414,303951.000000,206248.000000
977.509867,0.167749,312634.000000,212465.000000
981.330570,0.167439,320588.000000,218026.000000
985.146920,0.167941,327227.000000,222284.000000
988.958918,0.167855,332863.000000,226157.000000
992.766563,0.167969,337748.000000,229416.000000
997.836653,0.168863,342296.000000,232027.000000
1001.634142,0.168839,344897.000000,233803.000000
1005.427279,0.170100,346533.000000,234231.000000
1009.216063,0.170255,347364.000000,234709.000000
1013.000494,0.170385,347610.000000,234805.000000
1016.780573,0.171173,347104.000000,234038.000000
1020.556299,0.170689,346356.000000,233794.000000
1024.327673,0.170655,345314.000000,233109.000000
1028.094694,0.170741,344068.000000,232222.000000
1033.110618,0.171018,342670.000000,231131.000000
1036.867483,0.170316,341443.000000,230676.000000
1040.619996,0.170965,340565.000000,229739.000000
1044.368155,0.169722,339602.000000,229746.000000
1048.111963,0.169443,339187.000000,229613.000000
1051.851417,0.170458,338370.000000,228525.000000
1055.586519,0.169118,337732.000000,228799.000000
1059.317269,0.168713,337270.000000,228699.000000
1063.043666,0.168168,337131.000000,228892.000000
1068.005424,0.168160,337198.000000,228942.000000
1071.721665,0.168203,337936.000000,229420.000000
1075.433553,0.167801,338814.000000,230229.000000
1079.141089,0.168264,339835.000000,230677.000000
1082.844272,0.169035,341087.000000,231116.000000
1086.543103,0.169370,342595.000000,231959.000000
1090.237580,0.168605,344242.000000,233485.000000
1093.927706,0.168008,346318.000000,235216.000000
1097.613478,0.167688,348067.000000,236578.000000
1102.521071,0.168614,350874.000000,237978.000000
1106.196688,0.167389,352530.000000,239777.000000
1109.867952,0.167059,354393.000000,241227.000000
1113.534864,0.166157,356181.000000,242948.000000
1117.197422,0.164940,357783.000000,244726.000000
1120.855629,0.163613,359117.000000,246390.000000
1124.509482,0.163595,360790.000000,247548.000000
1128.158984,0.163230,361832.000000,248472.000000
1131.804132,0.163703,363284.000000,249197.000000
1136.657559,0.165880,364834.000000,249009.000000
1140.292552,0.166784,365983.000000,249274.000000
1143.923192,0.169902,367533.000000,248539.000000
1147.549479,0.171794,368590.000000,248170.000000
1151.171414,0.173937,369591.000000,247619.000000
1154.788996,0.177614,370608.000000,246207.000000
1158.402225,0.181499,371792.000000,244794.000000
1162.011102,0.186543,373034.000000,242776.000000
1165.615627,0.190646,374075.000000,241164.000000
1170.414889,0.195664,375979.000000,239607.000000
1174.009257,0.198399,377809.000000,239262.000000
1177.599273,0.201441,379926.000000,238923.000000
1181.184936,0.202692,382215.000000,239671.000000
1184.766246,0.202460,385401.000000,241798.000000
1188.343204,0.203718,388776.000000,243210.000000
1191.915809,0.206062,392428.000000,244173.000000
1195.484062,0.208493,395791.000000,244891.000000
1199.047962,0.211309,399382.000000,245516.000000
1203.793059,0.211966,405070.000000,248636.000000
1207.346803,0.212146,409052.000000,250976.000000
1210.896194,0.211067,412904.000000,253970.000000
1214.441233,0.207039,416885.000000,258808.000000
1217.981920,0.204169,421320.000000,263295.000000
1221.518253,0.200985,425284.000000,267728.000000
1225.050234,0.197724,429183.000000,272219.000000
1228.577863,0.196111,433814.000000,276180.000000
1232.101139,0.194378,438565.000000,280321.000000
1236.792070,0.194470,444300.000000,283927.000000
1240.305190,0.194741,448060.000000,286151.000000
1243.813957,0.195394,452297.000000,288423.000000
1247.318372,0.197007,455893.000000,289638.000000
1250.818434,0.199584,459082.000000,289939.000000
1254.314143,0.201460,462510.000000,290845.000000
1257.805500,0.203771,466532.000000,291817.000000
1261.292505,0.207308,470752.000000,292068.000000
1264.775157,0.209763,474874.000000,292965.000000
1269.411922,0.212127,480696.000000,294947.000000
1272.884417,0.213982,486062.000000,296968.000000
1276.352561,0.215304,490790.000000,298945.000000
1279.816351,0.215124,494557.000000,301365.000000
1283.275789,0.213942,498768.000000,304759.000000
1286.730874,0.212428,502917.000000,308367.000000
1290.181607,0.211025,506587.000000,311623.000000
1293.627987,0.207727,509239.000000,315642.000000
1297.070015,0.206051,511855.000000,318490.000000
1301.652615,0.202624,515095.000000,323045.000000
1305.084486,0.200732,516531.000000,325360.000000
1308.512005,0.199361,517299.000000,326874.000000
1311.935171,0.197666,518312.000000,328795.000000
1315.353985,0.196869,518822.000000,329723.000000
1318.768446,0.195852,518589.000000,330348.000000
1322.178555,0.195796,518088.000000,330071.000000
1325.584311,0.195917,517825.000000,329812.000000
1328.985715,0.196406,517743.000000,329388.000000
1333.514148,0.198440,517179.000000,327492.000000
1336.905396,0.199321,516086.000000,326138.000000
1340.292291,0.202582,515807.000000,323523.000000
1343.674833,0.205852,515261.000000,320756.000000
1347.053022,0.210451,514494.000000,316905.000000
1350.426860,0.215524,513196.000000,312435.000000
1353.796344,0.221106,511820.000000,307618.000000
1357.161476,0.226837,510453.000000,302774.000000
1360.522255,0.233024,508989.000000,297635.000000
1364.996523,0.239408,506578.000000,291903.000000
1368.347147,0.242254,504705.000000,288924.000000
1371.693417,0.242638,502623.000000,287478.000000
1375.035335,0.241105,499288.000000,286580.000000
1378.372901,0.241427,496007.000000,284486.000000
1381.706114,0.242478,493126.000000,282150.000000
1385.034974,0.242970,489992.000000,280039.000000
1388.359481,0.244149,487730.000000,277991.000000
1391.679637,0.245887,486234.000000,276031.000000
1396.099739,0.246375,485318.000000,275202.000000
1399.409738,0.246030,485002.000000,275241.000000
1402.715385,0.247175,484535.000000,274252.000000
1406.016679,0.248868,484521.000000,273177.000000
1409.313620,0.250330,485069.000000,272567.000000
1412.606208,0.251405,485477.000000,272122.000000
1415.894445,0.255165,485710.000000,269906.000000
1419.178328,0.259303,486186.000000,267608.000000
1422.457859,0.265330,487691.000000,264737.000000
1426.823796,0.274527,489071.000000,259923.000000
1430.093171,0.283079,490374.000000,255534.000000
1433.358193,0.292404,491971.000000,250920.000000
1436.618863,0.302143,493431.000000,246084.000000
1439.875180,0.312682,495220.000000,241055.000000
1443.127144,0.323354,496699.000000,235906.000000
1446.374756,0.336167,498105.000000,229696.000000
1449.618016,0.346275,499484.000000,225033.000000
1453.935591,0.363318,501051.000000,217052.000000
1457.168694,0.376368,501839.000000,210958.000000
1460.397445,0.389256,502305.000000,204980.000000
1463.621843,0.402516,502914.000000,199057.000000
1466.841888,0.415080,502990.000000,193410.000000
1470.057581,0.426614,502944.000000,188324.000000
1473.268921,0.439404,502843.000000,182822.000000
1476.475909,0.450498,502522.000000,178097.000000
1479.678544,0.460688,501687.000000,173678.000000
1483.941954,0.474369,500616.000000,167933.000000
1487.134433,0.483700,499704.000000,164064.000000
1490.322559,0.492404,498255.000000,160342.000000
1493.506333,0.500336,496773.000000,156972.000000
1496.685754,0.507909,495016.000000,153713.000000
1499.860823,0.514443,492977.000000,150794.000000
1503.031539,0.522004,491156.000000,147644.000000
1506.197903,0.527489,489004.000000,145152.000000
1509.359914,0.535010,486639.000000,141970.000000
1513.569158,0.542334,482899.000000,138523.000000
1516.721012,0.546346,479678.000000,136334.000000
1519.868515,0.549893,476890.000000,134439.000000
1523.011664,0.553024,473405.000000,132498.000000
1526.150462,0.557698,470037.000000,130147.000000
1529.284906,0.559546,466420.000000,128597.000000
1532.414998,0.561703,462360.000000,126846.000000
1535.540737,0.562372,457987.000000,125453.000000
1538.662124,0.563753,453227.000000,123755.000000
1542.817202,0.566981,447406.000000,121261.000000
1545.928433,0.567482,442064.000000,119675.000000
1549.035311,0.571494,436619.000000,117114.000000
1552.137837,0.574653,431327.000000,114856.000000
1555.236010,0.578139,425604.000000,112426.000000
1558.329830,0.582584,419782.000000,109759.000000
1561.419298,0.587265,413789.000000,107032.000000
1564.504413,0.589837,407625.000000,104815.000000
1567.585176,0.593591,401258.000000,102290.000000
1571.686088,0.593807,392494.000000,100006.000000
1574.756695,0.598640,386060.000000,97278.000000
1577.822949,0.602441,379068.000000,94684.000000
1580.884850,0.605679,372237.000000,92287.000000
1583.942399,0.607252,365532.000000,90297.000000
1586.995595,0.605418,358457.000000,88924.000000
1590.044439,0.601735,351337.000000,87900.000000
1593.088930,0.594204,343946.000000,87556.000000
1596.129068,0.586018,337142.000000,87457.000000
1600.175815,0.575379,327373.000000,87029.000000
1603.205798,0.569360,320074.000000,86276.000000
1606.231427,0.564936,312860.000000,85195.000000
1609.252704,0.556454,305444.000000,84816.000000
1612.269629,0.551672,298028.000000,83673.000000
1615.282201,0.544420,290981.000000,83070.000000
1618.290420,0.540381,283873.000000,81798.000000
1621.294287,0.531121,276705.000000,81451.000000
1624.293801,0.523160,269751.000000,80873.000000
1628.286383,0.514808,260451.000000,79601.000000
1631.275741,0.508097,253416.000000,78657.000000
1634.260747,0.502368,246537.000000,77538.000000
1637.241400,0.497738,239613.000000,76168.000000
1640.217700,0.494075,232837.000000,74641.000000
1643.189648,0.488915,225975.000000,73307.000000
1646.157243,0.486648,219107.000000,71451.000000
1649.120486,0.481065,211528.000000,69872.000000
1652.079376,0.475435,203786.000000,68193.000000
1656.017792,0.467255,192538.000000,65654.000000
1658.966526,0.461612,183108.000000,63255.000000
1661.910907,0.451511,172102.000000,60852.000000
1664.850936,0.437950,159840.000000,58309.000000
1667.786612,0.428040,145318.000000,54235.000000
1670.717936,0.416234,129601.000000,49702.000000
1673.644907,0.405570,113097.000000,44451.000000
1676.567525,0.394590,96798.000000,39019.000000
1679.485791,0.386640,82152.000000,33727.000000
1683.370042,0.380037,65700.000000,27386.000000
1686.278151,0.384680,55737.000000,22986.000000
1689.181909,0.390958,47483.000000,19301.000000
1692.081313,0.389397,40873.000000,16674.000000
1694.976365,0.401020,35375.000000,14050.000000
1697.867065,0.402866,30676.000000,12132.000000
1700.753412,0.406884,26860.000000,10525.000000
