Method:,Column 1,,
Host Date-Time:,17/12/20 @ 16:27:28,,
Header Version:,1,,
System Temp hundredths:,3097,,
Detector Temp hundredths:,2676,,
Humidity hundredths:,1352,,
Lamp PD:,3652,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.221367,91207.000000,54785.000000
905.391135,0.218996,100140.000000,60480.000000
909.293086,0.213993,108241.000000,66130.000000
913.190685,0.213133,116884.000000,71552.000000
917.083931,0.214586,127518.000000,77801.000000
920.972825,0.211969,140036.000000,85955.000000
926.151245,0.217107,160442.000000,97322.000000
930.029983,0.214238,176924.000000,108031.000000
933.904368,0.210046,192482.000000,118671.000000
937.774400,0.206624,207019.000000,128643.000000
941.640080,0.203296,220214.000000,137895.000000
945.501407,0.202012,231781.000000,145568.000000
949.358382,0.198010,242385.000000,153637.000000
953.211004,0.196467,252506.000000,160622.000000
957.059273,0.195316,262404.000000,167361.000000
962.183529,0.194167,275634.000000,176265.000000
966.021642,0.192354,285310.000000,183216.000000
969.855403,0.191382,294814.000000,189743.000000
973.684811,0.190822,303951.000000,195876.000000
977.509867,0.189158,312634.000000,202245.000000
981.330570,0.189182,320588.000000,207379.000000
985.146920,0.188860,327227.000000,211831.000000
988.958918,0.187633,332863.000000,216089.000000
992.766563,0.186745,337748.000000,219709.000000
997.836653,0.184957,342296.000000,223586.000000
1001.634142,0.185086,344897.000000,225218.000000
1005.427279,0.184680,346533.000000,226498.000000
1009.216063,0.183180,347364.000000,227827.000000
1013.000494,0.182383,347610.000000,228407.000000
1016.780573,0.181138,347104.000000,228729.000000
1020.556299,0.179041,346356.000000,229341.000000
1024.327673,0.178417,345314.000000,228980.000000
1028.094694,0.177433,344068.000000,228671.000000
1033.110618,0.177221,342670.000000,227853.000000
1036.867483,0.177279,341443.000000,227007.000000
1040.619996,0.177230,340565.000000,226449.000000
1044.368155,0.176426,339602.000000,226227.000000
1048.111963,0.177491,339187.000000,225397.000000
1051.851417,0.177018,338370.000000,225099.000000
1055.586519,0.176147,337732.000000,225126.000000
1059.317269,0.177100,337270.000000,224325.000000
1063.043666,0.177826,337131.000000,223858.000000
1068.005424,0.178388,337198.000000,223613.000000
1071.721665,0.178870,337936.000000,223854.000000
1075.433553,0.179202,338814.000000,224264.000000
1079.141089,0.179493,339835.000000,224789.000000
1082.844272,0.181620,341087.000000,224515.000000
1086.543103,0.182824,342595.000000,224883.000000
1090.237580,0.185102,344242.000000,224782.000000
1093.927706,0.186217,346318.000000,225558.000000
1097.613478,0.189473,348067.000000,225004.000000
1102.521071,0.195524,350874.000000,223680.000000
1106.196688,0.203484,352530.000000,220654.000000
1109.867952,0.213981,354393.000000,216523.000000
1113.534864,0.228553,356181.000000,210435.000000
1117.197422,0.247834,357783.000000,202202.000000
1120.855629,0.266701,359117.000000,194328.000000
1124.509482,0.284269,360790.000000,187493.000000
1128.158984,0.292179,361832.000000,184641.000000
1131.804132,0.289929,363284.000000,186345.000000
