Method:,Column 1,,
Host Date-Time:,14/1/21 @ 10:51:40,,
Header Version:,1,,
System Temp hundredths:,2783,,
Detector Temp hundredths:,2297,,
Humidity hundredths:,1165,,
Lamp PD:,3655,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.320741,91207.000000,43580.000000
905.391135,0.314123,100140.000000,48583.000000
909.293086,0.314390,108241.000000,52481.000000
913.190685,0.312773,116884.000000,56883.000000
917.083931,0.316852,127518.000000,61478.000000
920.972825,0.316094,140036.000000,67631.000000
926.151245,0.314394,160442.000000,77790.000000
930.029983,0.313324,176924.000000,85993.000000
933.904368,0.311350,192482.000000,93981.000000
937.774400,0.302781,207019.000000,103093.000000
941.640080,0.301804,220214.000000,109911.000000
945.501407,0.295939,231781.000000,117257.000000
949.358382,0.297236,242385.000000,122256.000000
953.211004,0.295986,252506.000000,127728.000000
957.059273,0.295125,262404.000000,132998.000000
962.183529,0.296039,275634.000000,139410.000000
966.021642,0.297353,285310.000000,143868.000000
969.855403,0.298682,294814.000000,148206.000000
973.684811,0.303206,303951.000000,151216.000000
977.509867,0.309038,312634.000000,153461.000000
981.330570,0.313045,320588.000000,155920.000000
985.146920,0.319531,327227.000000,156790.000000
988.958918,0.323243,332863.000000,158133.000000
992.766563,0.329202,337748.000000,158267.000000
997.836653,0.331361,342296.000000,159603.000000
1001.634142,0.331847,344897.000000,160636.000000
1005.427279,0.332436,346533.000000,161179.000000
1009.216063,0.331983,347364.000000,161734.000000
1013.000494,0.330910,347610.000000,162249.000000
1016.780573,0.329109,347104.000000,162686.000000
1020.556299,0.328173,346356.000000,162686.000000
1024.327673,0.324665,345314.000000,163512.000000
1028.094694,0.322516,344068.000000,163730.000000
1033.110618,0.317740,342670.000000,164868.000000
1036.867483,0.314507,341443.000000,165505.000000
1040.619996,0.312500,340565.000000,165844.000000
1044.368155,0.309880,339602.000000,166376.000000
1048.111963,0.308436,339187.000000,166726.000000
1051.851417,0.306304,338370.000000,167143.000000
1055.586519,0.305310,337732.000000,167210.000000
1059.317269,0.302878,337270.000000,167919.000000
1063.043666,0.302820,337131.000000,167872.000000
1068.005424,0.299942,337198.000000,169022.000000
1071.721665,0.298631,337936.000000,169904.000000
1075.433553,0.296422,338814.000000,171214.000000
1079.141089,0.294877,339835.000000,172342.000000
1082.844272,0.293471,341087.000000,173538.000000
1086.543103,0.290979,342595.000000,175308.000000
1090.237580,0.289450,344242.000000,176772.000000
1093.927706,0.288957,346318.000000,178040.000000
1097.613478,0.286190,348067.000000,180083.000000
1102.521071,0.284746,350874.000000,182140.000000
1106.196688,0.282806,352530.000000,183819.000000
1109.867952,0.283221,354393.000000,184614.000000
1113.534864,0.281978,356181.000000,186077.000000
1117.197422,0.281938,357783.000000,186931.000000
1120.855629,0.282742,359117.000000,187281.000000
1124.509482,0.284772,360790.000000,187276.000000
1128.158984,0.288586,361832.000000,186175.000000
1131.804132,0.291785,363284.000000,185550.000000
1136.657559,0.298130,364834.000000,183639.000000
1140.292552,0.301036,365983.000000,182989.000000
1143.923192,0.306432,367533.000000,181495.000000
1147.549479,0.312211,368590.000000,179611.000000
1151.171414,0.318425,369591.000000,177540.000000
1154.788996,0.323995,370608.000000,175760.000000
1158.402225,0.329324,371792.000000,174171.000000
1162.011102,0.333185,373034.000000,173206.000000
1165.615627,0.337493,374075.000000,171975.000000
1170.414889,0.343997,375979.000000,170281.000000
1174.009257,0.349375,377809.000000,169004.000000
1177.599273,0.353757,379926.000000,168245.000000
1181.184936,0.358057,382215.000000,167591.000000
1184.766246,0.362955,385401.000000,167093.000000
1188.343204,0.370471,388776.000000,165664.000000
1191.915809,0.376110,392428.000000,165063.000000
1195.484062,0.381055,395791.000000,164593.000000
