Method:,Column 1,,
Host Date-Time:,17/12/20 @ 14:48:58,,
Header Version:,1,,
System Temp hundredths:,2710,,
Detector Temp hundredths:,2273,,
Humidity hundredths:,1917,,
Lamp PD:,3660,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.099475,91207.000000,72536.000000
905.391135,0.092911,100140.000000,80853.000000
909.293086,0.090373,108241.000000,87906.000000
913.190685,0.088134,116884.000000,95416.000000
917.083931,0.087325,127518.000000,104291.000000
920.972825,0.088730,140036.000000,114159.000000
926.151245,0.087027,160442.000000,131308.000000
930.029983,0.085420,176924.000000,145334.000000
933.904368,0.082294,192482.000000,159256.000000
937.774400,0.078929,207019.000000,172616.000000
941.640080,0.076637,220214.000000,184590.000000
945.501407,0.074162,231781.000000,195396.000000
949.358382,0.073186,242385.000000,204795.000000
953.211004,0.071915,252506.000000,213972.000000
957.059273,0.070350,262404.000000,223162.000000
962.183529,0.069169,275634.000000,235052.000000
966.021642,0.067109,285310.000000,244460.000000
969.855403,0.065822,294814.000000,253353.000000
973.684811,0.064554,303951.000000,261969.000000
977.509867,0.064112,312634.000000,269727.000000
981.330570,0.062874,320588.000000,277379.000000
985.146920,0.062085,327227.000000,283638.000000
988.958918,0.061051,332863.000000,289211.000000
992.766563,0.059614,337748.000000,294428.000000
997.836653,0.058771,342296.000000,298972.000000
1001.634142,0.057621,344897.000000,302043.000000
1005.427279,0.057207,346533.000000,303765.000000
1009.216063,0.055718,347364.000000,305539.000000
1013.000494,0.054636,347610.000000,306518.000000
1016.780573,0.053980,347104.000000,306535.000000
1020.556299,0.053571,346356.000000,306162.000000
1024.327673,0.053150,345314.000000,305537.000000
1028.094694,0.052742,344068.000000,304721.000000
1033.110618,0.052255,342670.000000,303823.000000
1036.867483,0.052887,341443.000000,302295.000000
1040.619996,0.052822,340565.000000,301563.000000
1044.368155,0.053577,339602.000000,300188.000000
1048.111963,0.054569,339187.000000,299137.000000
1051.851417,0.054839,338370.000000,298231.000000
1055.586519,0.055233,337732.000000,297399.000000
1059.317269,0.055575,337270.000000,296758.000000
1063.043666,0.056842,337131.000000,295772.000000
1068.005424,0.057038,337198.000000,295697.000000
1071.721665,0.057543,337936.000000,296000.000000
1075.433553,0.057926,338814.000000,296507.000000
1079.141089,0.058557,339835.000000,296969.000000
1082.844272,0.058547,341087.000000,298070.000000
1086.543103,0.059460,342595.000000,298759.000000
1090.237580,0.060190,344242.000000,299691.000000
1093.927706,0.060904,346318.000000,301003.000000
1097.613478,0.061824,348067.000000,301883.000000
1102.521071,0.063739,350874.000000,302979.000000
1106.196688,0.066182,352530.000000,302701.000000
1109.867952,0.069553,354393.000000,301948.000000
1113.534864,0.072777,356181.000000,301227.000000
1117.197422,0.074623,357783.000000,301298.000000
1120.855629,0.077001,359117.000000,300770.000000
1124.509482,0.079050,360790.000000,300749.000000
1128.158984,0.082303,361832.000000,299367.000000
1131.804132,0.085750,363284.000000,298192.000000
1136.657559,0.088616,364834.000000,297495.000000
1140.292552,0.086918,365983.000000,299601.000000
1143.923192,0.083372,367533.000000,303336.000000
1147.549479,0.079469,368590.000000,306955.000000
1151.171414,0.075488,369591.000000,310623.000000
1154.788996,0.073180,370608.000000,313137.000000
1158.402225,0.071606,371792.000000,315278.000000
1162.011102,0.071582,373034.000000,316349.000000
1165.615627,0.072269,374075.000000,316730.000000
1170.414889,0.071690,375979.000000,318767.000000
1174.009257,0.072269,377809.000000,319892.000000
1177.599273,0.071565,379926.000000,322206.000000
1181.184936,0.070363,382215.000000,325046.000000
1184.766246,0.068783,385401.000000,328950.000000
1188.343204,0.067013,388776.000000,333186.000000
1191.915809,0.065077,392428.000000,337818.000000
1195.484062,0.063419,395791.000000,342016.000000
1199.047962,0.061773,399382.000000,346430.000000
1203.793059,0.061186,405070.000000,351839.000000
1207.346803,0.061153,409052.000000,355325.000000
1210.896194,0.062429,412904.000000,357619.000000
1214.441233,0.062450,416885.000000,361049.000000
1217.981920,0.063535,421320.000000,363980.000000
1221.518253,0.064360,425284.000000,366707.000000
1225.050234,0.064330,429183.000000,370094.000000
1228.577863,0.063858,433814.000000,374495.000000
1232.101139,0.063934,438565.000000,378530.000000
1236.792070,0.063819,444300.000000,383581.000000
1240.305190,0.063767,448060.000000,386874.000000
1243.813957,0.064227,452297.000000,390119.000000
1247.318372,0.065511,455893.000000,392059.000000
1250.818434,0.065589,459082.000000,394731.000000
1254.314143,0.067343,462510.000000,396076.000000
1257.805500,0.068186,466532.000000,398745.000000
1261.292505,0.069000,470752.000000,401599.000000
1264.775157,0.069811,474874.000000,404359.000000
1269.411922,0.069865,480696.000000,409266.000000
1272.884417,0.070644,486062.000000,413093.000000
1276.352561,0.070661,490790.000000,417095.000000
1279.816351,0.070811,494557.000000,420151.000000
1283.275789,0.071741,498768.000000,422822.000000
1286.730874,0.072466,502917.000000,425628.000000
1290.181607,0.073326,506587.000000,427886.000000
1293.627987,0.074287,509239.000000,429175.000000
1297.070015,0.075763,511855.000000,429916.000000
1301.652615,0.076428,515095.000000,431976.000000
1305.084486,0.076806,516531.000000,432803.000000
1308.512005,0.077535,517299.000000,432720.000000
1311.935171,0.077904,518312.000000,433199.000000
1315.353985,0.077284,518822.000000,434245.000000
1318.768446,0.077410,518589.000000,433924.000000
1322.178555,0.077274,518088.000000,433640.000000
1325.584311,0.076030,517825.000000,434663.000000
1328.985715,0.076109,517743.000000,434515.000000
1333.514148,0.075837,517179.000000,434314.000000
1336.905396,0.075042,516086.000000,434190.000000
1340.292291,0.075708,515807.000000,433291.000000
1343.674833,0.075934,515261.000000,432607.000000
1347.053022,0.076494,514494.000000,431406.000000
1350.426860,0.077906,513196.000000,428921.000000
1353.796344,0.078702,511820.000000,426988.000000
1357.161476,0.078958,510453.000000,425596.000000
1360.522255,0.079557,508989.000000,423791.000000
1364.996523,0.079717,506578.000000,421628.000000
1368.347147,0.079989,504705.000000,419806.000000
