Method:,Column 1,,
Host Date-Time:,17/12/20 @ 14:50:19,,
Header Version:,1,,
System Temp hundredths:,2797,,
Detector Temp hundredths:,2345,,
Humidity hundredths:,1817,,
Lamp PD:,3658,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.139190,91207.000000,66197.000000
905.391135,0.133270,100140.000000,73678.000000
909.293086,0.131085,108241.000000,80040.000000
913.190685,0.129911,116884.000000,86665.000000
917.083931,0.131562,127518.000000,94191.000000
920.972825,0.132341,140036.000000,103252.000000
926.151245,0.129662,160442.000000,119030.000000
930.029983,0.126522,176924.000000,132210.000000
933.904368,0.123103,192482.000000,144973.000000
937.774400,0.119878,207019.000000,157084.000000
941.640080,0.115673,220214.000000,168722.000000
945.501407,0.113415,231781.000000,178510.000000
949.358382,0.109819,242385.000000,188229.000000
953.211004,0.109243,252506.000000,196349.000000
957.059273,0.106761,262404.000000,205215.000000
962.183529,0.105945,275634.000000,215967.000000
966.021642,0.104858,285310.000000,224109.000000
969.855403,0.103166,294814.000000,232478.000000
973.684811,0.102625,303951.000000,239982.000000
977.509867,0.101988,312634.000000,247200.000000
981.330570,0.100980,320588.000000,254078.000000
985.146920,0.100312,327227.000000,259739.000000
988.958918,0.099743,332863.000000,264559.000000
992.766563,0.100610,337748.000000,267906.000000
997.836653,0.100942,342296.000000,271306.000000
1001.634142,0.101625,344897.000000,272938.000000
1005.427279,0.102444,346533.000000,273716.000000
1009.216063,0.104001,347364.000000,273391.000000
1013.000494,0.103637,347610.000000,273814.000000
1016.780573,0.103728,347104.000000,273358.000000
1020.556299,0.104448,346356.000000,272317.000000
1024.327673,0.104884,345314.000000,271225.000000
1028.094694,0.104291,344068.000000,270616.000000
1033.110618,0.103678,342670.000000,269897.000000
1036.867483,0.103196,341443.000000,269229.000000
1040.619996,0.102856,340565.000000,268747.000000
1044.368155,0.102620,339602.000000,268133.000000
1048.111963,0.102549,339187.000000,267849.000000
1051.851417,0.102122,338370.000000,267467.000000
1055.586519,0.101658,337732.000000,267248.000000
1059.317269,0.101310,337270.000000,267096.000000
1063.043666,0.100684,337131.000000,267371.000000
1068.005424,0.101166,337198.000000,267128.000000
1071.721665,0.100797,337936.000000,267940.000000
1075.433553,0.102102,338814.000000,267830.000000
1079.141089,0.102366,339835.000000,268474.000000
1082.844272,0.102234,341087.000000,269545.000000
1086.543103,0.102035,342595.000000,270861.000000
1090.237580,0.102605,344242.000000,271806.000000
1093.927706,0.101899,346318.000000,273890.000000
1097.613478,0.101573,348067.000000,275480.000000
1102.521071,0.100822,350874.000000,278182.000000
1106.196688,0.101047,352530.000000,279350.000000
1109.867952,0.100411,354393.000000,281238.000000
1113.534864,0.100185,356181.000000,282804.000000
1117.197422,0.100142,357783.000000,284104.000000
1120.855629,0.099210,359117.000000,285776.000000
1124.509482,0.100150,360790.000000,286487.000000
1128.158984,0.100832,361832.000000,286863.000000
1131.804132,0.101237,363284.000000,287746.000000
1136.657559,0.103867,364834.000000,287229.000000
1140.292552,0.104964,365983.000000,287407.000000
1143.923192,0.107015,367533.000000,287264.000000
1147.549479,0.108347,368590.000000,287208.000000
1151.171414,0.111073,369591.000000,286186.000000
1154.788996,0.114788,370608.000000,284529.000000
1158.402225,0.117816,371792.000000,283455.000000
1162.011102,0.121392,373034.000000,282070.000000
1165.615627,0.125233,374075.000000,280366.000000
1170.414889,0.130047,375979.000000,278687.000000
1174.009257,0.134783,377809.000000,277006.000000
1177.599273,0.138048,379926.000000,276472.000000
1181.184936,0.142088,382215.000000,275562.000000
1184.766246,0.145542,385401.000000,275658.000000
1188.343204,0.146803,388776.000000,277266.000000
1191.915809,0.148344,392428.000000,278879.000000
1195.484062,0.146647,395791.000000,282370.000000
1199.047962,0.144886,399382.000000,286090.000000
1203.793059,0.143000,405070.000000,291427.000000
1207.346803,0.141933,409052.000000,295016.000000
1210.896194,0.140663,412904.000000,298666.000000
1214.441233,0.139341,416885.000000,302465.000000
1217.981920,0.138479,421320.000000,306290.000000
1221.518253,0.136591,425284.000000,310519.000000
1225.050234,0.133936,429183.000000,315287.000000
