Method:,Column 1,,
Host Date-Time:,14/1/21 @ 16:22:19,,
Header Version:,1,,
System Temp hundredths:,2784,,
Detector Temp hundredths:,2309,,
Humidity hundredths:,1234,,
Lamp PD:,3654,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.090820,91207.000000,73996.000000
905.391135,0.084169,100140.000000,82497.000000
909.293086,0.080816,108241.000000,89862.000000
913.190685,0.082171,116884.000000,96735.000000
917.083931,0.083044,127518.000000,105324.000000
920.972825,0.083857,140036.000000,115447.000000
926.151245,0.084747,160442.000000,131999.000000
930.029983,0.082857,176924.000000,146194.000000
933.904368,0.079216,192482.000000,160389.000000
937.774400,0.077209,207019.000000,173301.000000
941.640080,0.076646,220214.000000,184586.000000
945.501407,0.075667,231781.000000,194720.000000
949.358382,0.073919,242385.000000,204450.000000
953.211004,0.072160,252506.000000,213851.000000
957.059273,0.072350,262404.000000,222137.000000
962.183529,0.072020,275634.000000,233514.000000
966.021642,0.071100,285310.000000,242224.000000
969.855403,0.070385,294814.000000,250705.000000
973.684811,0.069267,303951.000000,259141.000000
977.509867,0.069064,312634.000000,266669.000000
981.330570,0.068607,320588.000000,273741.000000
985.146920,0.067462,327227.000000,280148.000000
988.958918,0.066777,332863.000000,285423.000000
992.766563,0.065593,337748.000000,290402.000000
997.836653,0.065519,342296.000000,294363.000000
1001.634142,0.065050,344897.000000,296920.000000
1005.427279,0.064611,346533.000000,298630.000000
1009.216063,0.063840,347364.000000,299878.000000
1013.000494,0.063559,347610.000000,300285.000000
1016.780573,0.062945,347104.000000,300272.000000
1020.556299,0.063195,346356.000000,299452.000000
1024.327673,0.062821,345314.000000,298809.000000
1028.094694,0.062998,344068.000000,297609.000000
1033.110618,0.063950,342670.000000,295751.000000
1036.867483,0.063349,341443.000000,295100.000000
1040.619996,0.063458,340565.000000,294267.000000
1044.368155,0.064726,339602.000000,292580.000000
1048.111963,0.065038,339187.000000,292012.000000
1051.851417,0.065260,338370.000000,291160.000000
1055.586519,0.065773,337732.000000,290268.000000
1059.317269,0.066364,337270.000000,289477.000000
1063.043666,0.067272,337131.000000,288753.000000
1068.005424,0.067122,337198.000000,288910.000000
1071.721665,0.067783,337936.000000,289102.000000
1075.433553,0.069032,338814.000000,289021.000000
1079.141089,0.070013,339835.000000,289238.000000
1082.844272,0.070548,341087.000000,289946.000000
1086.543103,0.071496,342595.000000,290593.000000
1090.237580,0.072804,344242.000000,291112.000000
1093.927706,0.073308,346318.000000,292528.000000
1097.613478,0.074127,348067.000000,293451.000000
1102.521071,0.077025,350874.000000,293850.000000
1106.196688,0.078982,352530.000000,293910.000000
1109.867952,0.083196,354393.000000,292610.000000
1113.534864,0.089860,356181.000000,289608.000000
1117.197422,0.098726,357783.000000,285032.000000
1120.855629,0.110046,359117.000000,278734.000000
1124.509482,0.121413,360790.000000,272798.000000
1128.158984,0.130651,361832.000000,267828.000000
1131.804132,0.133672,363284.000000,267039.000000
