Method:,Column 1,,
Host Date-Time:,15/1/21 @ 15:16:22,,
Header Version:,1,,
System Temp hundredths:,2785,,
Detector Temp hundredths:,2438,,
Humidity hundredths:,281,,
Lamp PD:,3658,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.076730,91207.000000,76436.000000
905.391135,0.071398,100140.000000,84959.000000
909.293086,0.067818,108241.000000,92592.000000
913.190685,0.066142,116884.000000,100372.000000
917.083931,0.069462,127518.000000,108670.000000
920.972825,0.066046,140036.000000,120280.000000
926.151245,0.066930,160442.000000,137527.000000
930.029983,0.066389,176924.000000,151844.000000
933.904368,0.062090,192482.000000,166840.000000
937.774400,0.059129,207019.000000,180668.000000
941.640080,0.055785,220214.000000,193669.000000
945.501407,0.053642,231781.000000,204850.000000
949.358382,0.052441,242385.000000,214815.000000
953.211004,0.051024,252506.000000,224516.000000
957.059273,0.050120,262404.000000,233803.000000
962.183529,0.049603,275634.000000,245884.000000
966.021642,0.048879,285310.000000,254940.000000
969.855403,0.047985,294814.000000,263975.000000
973.684811,0.048005,303951.000000,272144.000000
977.509867,0.047274,312634.000000,280390.000000
981.330570,0.046853,320588.000000,287802.000000
985.146920,0.046323,327227.000000,294121.000000
988.958918,0.045812,332863.000000,299539.000000
992.766563,0.045278,337748.000000,304309.000000
997.836653,0.044363,342296.000000,309057.000000
1001.634142,0.043318,344897.000000,312156.000000
1005.427279,0.041824,346533.000000,314717.000000
1009.216063,0.041458,347364.000000,315738.000000
1013.000494,0.039737,347610.000000,317216.000000
1016.780573,0.038910,347104.000000,317358.000000
1020.556299,0.037501,346356.000000,317703.000000
1024.327673,0.037069,345314.000000,317063.000000
1028.094694,0.036626,344068.000000,316241.000000
1033.110618,0.036830,342670.000000,314808.000000
1036.867483,0.036463,341443.000000,313946.000000
1040.619996,0.035908,340565.000000,313539.000000
1044.368155,0.035002,339602.000000,313306.000000
1048.111963,0.034604,339187.000000,313210.000000
1051.851417,0.034443,338370.000000,312571.000000
1055.586519,0.033587,337732.000000,312597.000000
1059.317269,0.033535,337270.000000,312207.000000
1063.043666,0.033641,337131.000000,312002.000000
1068.005424,0.033524,337198.000000,312148.000000
1071.721665,0.034684,337936.000000,311997.000000
1075.433553,0.034974,338814.000000,312599.000000
1079.141089,0.035180,339835.000000,313392.000000
1082.844272,0.036021,341087.000000,313938.000000
1086.543103,0.036571,342595.000000,314927.000000
1090.237580,0.038056,344242.000000,315361.000000
1093.927706,0.040213,346318.000000,315691.000000
1097.613478,0.041888,348067.000000,316064.000000
1102.521071,0.046413,350874.000000,315310.000000
1106.196688,0.049546,352530.000000,314521.000000
1109.867952,0.053447,354393.000000,313356.000000
1113.534864,0.056718,356181.000000,312574.000000
1117.197422,0.058567,357783.000000,312646.000000
1120.855629,0.060676,359117.000000,312291.000000
1124.509482,0.061607,360790.000000,313074.000000
1128.158984,0.062250,361832.000000,313514.000000
1131.804132,0.063279,363284.000000,314027.000000
1136.657559,0.065503,364834.000000,313756.000000
1140.292552,0.065791,365983.000000,314536.000000
1143.923192,0.067611,367533.000000,314547.000000
1147.549479,0.067877,368590.000000,315258.000000
1151.171414,0.069488,369591.000000,314944.000000
1154.788996,0.070278,370608.000000,315237.000000
1158.402225,0.071233,371792.000000,315549.000000
1162.011102,0.071165,373034.000000,316653.000000
1165.615627,0.070502,374075.000000,318022.000000
1170.414889,0.068492,375979.000000,321123.000000
1174.009257,0.065337,377809.000000,325039.000000
1177.599273,0.061894,379926.000000,329462.000000
1181.184936,0.057740,382215.000000,334632.000000
1184.766246,0.053784,385401.000000,340509.000000
1188.343204,0.050234,388776.000000,346310.000000
1191.915809,0.047763,392428.000000,351558.000000
1195.484062,0.046250,395791.000000,355808.000000
1199.047962,0.044559,399382.000000,360437.000000
1203.793059,0.043850,405070.000000,366168.000000
1207.346803,0.042608,409052.000000,370826.000000
1210.896194,0.041688,412904.000000,375112.000000
1214.441233,0.040793,416885.000000,379510.000000
1217.981920,0.040575,421320.000000,383740.000000
1221.518253,0.040101,425284.000000,387773.000000
1225.050234,0.039301,429183.000000,392050.000000
1228.577863,0.039066,433814.000000,396495.000000
1232.101139,0.039295,438565.000000,400626.000000
1236.792070,0.039403,444300.000000,405764.000000
1240.305190,0.039617,448060.000000,408996.000000
1243.813957,0.038941,452297.000000,413507.000000
1247.318372,0.039092,455893.000000,416650.000000
1250.818434,0.038711,459082.000000,419932.000000
1254.314143,0.039603,462510.000000,422200.000000
1257.805500,0.039493,466532.000000,425979.000000
1261.292505,0.038651,470752.000000,430667.000000
1264.775157,0.039047,474874.000000,434042.000000
1269.411922,0.039062,480696.000000,439348.000000
1272.884417,0.039472,486062.000000,443833.000000
1276.352561,0.039500,490790.000000,448121.000000
1279.816351,0.039542,494557.000000,451517.000000
1283.275789,0.039795,498768.000000,455097.000000
1286.730874,0.040245,502917.000000,458407.000000
1290.181607,0.040849,506587.000000,461111.000000
1293.627987,0.041464,509239.000000,462869.000000
1297.070015,0.042699,511855.000000,463925.000000
1301.652615,0.043265,515095.000000,466254.000000
1305.084486,0.043932,516531.000000,466836.000000
1308.512005,0.044814,517299.000000,466582.000000
1311.935171,0.045669,518312.000000,466576.000000
1315.353985,0.046951,518822.000000,465658.000000
1318.768446,0.048698,518589.000000,463581.000000
1322.178555,0.051017,518088.000000,460666.000000
1325.584311,0.054608,517825.000000,456641.000000
1328.985715,0.058543,517743.000000,452451.000000
1333.514148,0.065163,517179.000000,445121.000000
1336.905396,0.069392,516086.000000,439876.000000
1340.292291,0.073688,515807.000000,435311.000000
1343.674833,0.076644,515261.000000,431900.000000
1347.053022,0.078753,514494.000000,429168.000000
1350.426860,0.080548,513196.000000,426320.000000
1353.796344,0.081080,511820.000000,424656.000000
1357.161476,0.080614,510453.000000,423976.000000
1360.522255,0.079877,508989.000000,423479.000000
1364.996523,0.079226,506578.000000,422105.000000
1368.347147,0.078777,504705.000000,420979.000000
1371.693417,0.077936,502623.000000,420055.000000
1375.035335,0.075957,499288.000000,419174.000000
1378.372901,0.073818,496007.000000,418475.000000
1381.706114,0.071092,493126.000000,418664.000000
1385.034974,0.068245,489992.000000,418740.000000
1388.359481,0.066461,487730.000000,418522.000000
1391.679637,0.064939,486234.000000,418703.000000
1396.099739,0.063164,485318.000000,419626.000000
1399.409738,0.060975,485002.000000,421472.000000
1402.715385,0.059939,484535.000000,422072.000000
1406.016679,0.058536,484521.000000,423425.000000
1409.313620,0.057165,485069.000000,425244.000000
1412.606208,0.056434,485477.000000,426319.000000
1415.894445,0.054896,485710.000000,428037.000000
1419.178328,0.056140,486186.000000,427231.000000
1422.457859,0.058097,487691.000000,426626.000000
1426.823796,0.061166,489071.000000,424821.000000
1430.093171,0.063973,490374.000000,423209.000000
1433.358193,0.065698,491971.000000,422904.000000
1436.618863,0.065670,493431.000000,424186.000000
1439.875180,0.064826,495220.000000,426552.000000
1443.127144,0.063338,496699.000000,429294.000000
1446.374756,0.060873,498105.000000,432960.000000
1449.618016,0.058766,499484.000000,436270.000000
1453.935591,0.055661,501051.000000,440779.000000
1457.168694,0.052968,501839.000000,444218.000000
1460.397445,0.049855,502305.000000,447829.000000
1463.621843,0.047303,502914.000000,451015.000000
1466.841888,0.044416,502990.000000,454091.000000
1470.057581,0.042184,502944.000000,456390.000000
1473.268921,0.041056,502843.000000,457484.000000
1476.475909,0.039550,502522.000000,458781.000000
1479.678544,0.038891,501687.000000,458714.000000
1483.941954,0.038457,500616.000000,458192.000000
1487.134433,0.038605,499704.000000,457202.000000
1490.322559,0.038052,498255.000000,456457.000000
1493.506333,0.037627,496773.000000,455545.000000
1496.685754,0.036866,495016.000000,454730.000000
1499.860823,0.036829,492977.000000,452895.000000
1503.031539,0.036620,491156.000000,451439.000000
1506.197903,0.036389,489004.000000,449701.000000
1509.359914,0.037133,486639.000000,446760.000000
1513.569158,0.036631,482899.000000,443839.000000
1516.721012,0.036707,479678.000000,440801.000000
1519.868515,0.036886,476890.000000,438059.000000
1523.011664,0.036101,473405.000000,435644.000000
1526.150462,0.036782,470037.000000,431867.000000
1529.284906,0.036134,466420.000000,429184.000000
1532.414998,0.036056,462360.000000,425524.000000
1535.540737,0.036616,457987.000000,420956.000000
1538.662124,0.036101,453227.000000,417076.000000
1542.817202,0.036466,447406.000000,411373.000000
1545.928433,0.036427,442064.000000,406498.000000
1549.035311,0.036251,436619.000000,401654.000000
1552.137837,0.037048,431327.000000,396058.000000
1555.236010,0.037374,425604.000000,390510.000000
1558.329830,0.037168,419782.000000,385350.000000
1561.419298,0.037500,413789.000000,379559.000000
1564.504413,0.038027,407625.000000,373451.000000
1567.585176,0.038392,401258.000000,367309.000000
1571.686088,0.038083,392494.000000,359542.000000
1574.756695,0.038844,386060.000000,353029.000000
1577.822949,0.039388,379068.000000,346202.000000
1580.884850,0.039491,372237.000000,339882.000000
1583.942399,0.040460,365532.000000,333016.000000
1586.995595,0.040370,358457.000000,326638.000000
1590.044439,0.041971,351337.000000,318972.000000
1593.088930,0.042418,343946.000000,311941.000000
1596.129068,0.044193,337142.000000,304523.000000
1600.175815,0.046681,327373.000000,294010.000000
1603.205798,0.048811,320074.000000,286048.000000
1606.231427,0.051694,312860.000000,277751.000000
1609.252704,0.055263,305444.000000,268948.000000
1612.269629,0.058821,298028.000000,260277.000000
1615.282201,0.063862,290981.000000,251190.000000
1618.290420,0.070614,283873.000000,241274.000000
1621.294287,0.078140,276705.000000,231141.000000
1624.293801,0.084747,269751.000000,221930.000000
1628.286383,0.095308,260451.000000,209131.000000
1631.275741,0.101094,253416.000000,200789.000000
1634.260747,0.108732,246537.000000,191933.000000
1637.241400,0.114792,239613.000000,183958.000000
1640.217700,0.116905,232837.000000,177888.000000
1643.189648,0.118423,225975.000000,172043.000000
1646.157243,0.120300,219107.000000,166095.000000
1649.120486,0.122128,211528.000000,159676.000000
1652.079376,0.125423,203786.000000,152669.000000
1656.017792,0.127465,192538.000000,143566.000000
1658.966526,0.129146,183108.000000,136007.000000
1661.910907,0.131074,172102.000000,127266.000000
1664.850936,0.135689,159840.000000,116949.000000
1667.786612,0.135913,145318.000000,106269.000000
1670.717936,0.135338,129601.000000,94901.000000
1673.644907,0.125086,113097.000000,84794.000000
1676.567525,0.110938,96798.000000,74977.000000
1679.485791,0.097436,82152.000000,65642.000000
1683.370042,0.078492,65700.000000,54837.000000
1686.278151,0.069532,55737.000000,47491.000000
1689.181909,0.061651,47483.000000,41199.000000
1692.081313,0.063674,40873.000000,35299.000000
1694.976365,0.062025,35375.000000,30667.000000
1697.867065,0.063176,30676.000000,26523.000000
1700.753412,0.064893,26860.000000,23132.000000
