Method:,Column 1,,
Host Date-Time:,10/12/20 @ 10:54:36,,
Header Version:,1,,
System Temp hundredths:,2972,,
Detector Temp hundredths:,2581,,
Humidity hundredths:,916,,
Lamp PD:,3659,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.161654,91207.000000,62860.000000
905.391135,0.157381,100140.000000,69699.000000
909.293086,0.156301,108241.000000,75525.000000
913.190685,0.155895,116884.000000,81632.000000
917.083931,0.156982,127518.000000,88836.000000
920.972825,0.158596,140036.000000,97195.000000
926.151245,0.159788,160442.000000,111053.000000
930.029983,0.157719,176924.000000,123046.000000
933.904368,0.152845,192482.000000,135377.000000
937.774400,0.150250,207019.000000,146474.000000
941.640080,0.146348,220214.000000,157216.000000
945.501407,0.142221,231781.000000,167054.000000
949.358382,0.139556,242385.000000,175772.000000
953.211004,0.137905,252506.000000,183809.000000
957.059273,0.137074,262404.000000,191380.000000
962.183529,0.135799,275634.000000,201620.000000
966.021642,0.135142,285310.000000,209014.000000
969.855403,0.134092,294814.000000,216499.000000
973.684811,0.134651,303951.000000,222922.000000
977.509867,0.134471,312634.000000,229385.000000
981.330570,0.134835,320588.000000,235024.000000
985.146920,0.134966,327227.000000,239819.000000
988.958918,0.134100,332863.000000,244436.000000
992.766563,0.134658,337748.000000,247705.000000
997.836653,0.134037,342296.000000,251400.000000
1001.634142,0.134966,344897.000000,252769.000000
1005.427279,0.134813,346533.000000,254057.000000
1009.216063,0.134667,347364.000000,254752.000000
1013.000494,0.135087,347610.000000,254686.000000
1016.780573,0.134854,347104.000000,254452.000000
1020.556299,0.134175,346356.000000,254301.000000
1024.327673,0.134764,345314.000000,253192.000000
1028.094694,0.134042,344068.000000,252698.000000
1033.110618,0.134926,342670.000000,251160.000000
1036.867483,0.133835,341443.000000,250890.000000
1040.619996,0.133914,340565.000000,250199.000000
1044.368155,0.132957,339602.000000,250042.000000
1048.111963,0.133386,339187.000000,249490.000000
1051.851417,0.132109,338370.000000,249622.000000
1055.586519,0.131921,337732.000000,249259.000000
1059.317269,0.131332,337270.000000,249256.000000
1063.043666,0.131425,337131.000000,249100.000000
1068.005424,0.131302,337198.000000,249220.000000
1071.721665,0.131778,337936.000000,249492.000000
1075.433553,0.131697,338814.000000,250187.000000
1079.141089,0.131226,339835.000000,251213.000000
1082.844272,0.131675,341087.000000,251878.000000
1086.543103,0.132013,342595.000000,252795.000000
1090.237580,0.131924,344242.000000,254062.000000
1093.927706,0.131636,346318.000000,255764.000000
1097.613478,0.131687,348067.000000,257025.000000
1102.521071,0.131312,350874.000000,259322.000000
1106.196688,0.130364,352530.000000,261115.000000
1109.867952,0.130586,354393.000000,262361.000000
