Method:,Column 1,,
Host Date-Time:,15/1/21 @ 14:54:32,,
Header Version:,1,,
System Temp hundredths:,2853,,
Detector Temp hundredths:,2323,,
Humidity hundredths:,233,,
Lamp PD:,3655,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.203263,91207.000000,57117.000000
905.391135,0.196059,100140.000000,63760.000000
909.293086,0.191109,108241.000000,69708.000000
913.190685,0.187359,116884.000000,75927.000000
917.083931,0.189539,127518.000000,82420.000000
920.972825,0.189174,140036.000000,90587.000000
926.151245,0.189707,160442.000000,103660.000000
930.029983,0.186470,176924.000000,115164.000000
933.904368,0.182434,192482.000000,126461.000000
937.774400,0.180897,207019.000000,136494.000000
941.640080,0.178430,220214.000000,146021.000000
945.501407,0.174699,231781.000000,155017.000000
949.358382,0.172881,242385.000000,162789.000000
953.211004,0.171846,252506.000000,169991.000000
957.059273,0.170698,262404.000000,177122.000000
962.183529,0.168466,275634.000000,187011.000000
966.021642,0.167822,285310.000000,193863.000000
969.855403,0.166041,294814.000000,201144.000000
973.684811,0.165551,303951.000000,207612.000000
977.509867,0.164978,312634.000000,213825.000000
981.330570,0.164265,320588.000000,219625.000000
985.146920,0.163768,327227.000000,224430.000000
988.958918,0.163091,332863.000000,228652.000000
992.766563,0.161847,337748.000000,232673.000000
997.836653,0.159943,342296.000000,236842.000000
1001.634142,0.158894,344897.000000,239219.000000
1005.427279,0.159488,346533.000000,240025.000000
1009.216063,0.158224,347364.000000,241302.000000
1013.000494,0.156981,347610.000000,242165.000000
1016.780573,0.156009,347104.000000,242354.000000
1020.556299,0.154580,346356.000000,242629.000000
1024.327673,0.153479,345314.000000,242513.000000
1028.094694,0.152737,344068.000000,242051.000000
1033.110618,0.152065,342670.000000,241441.000000
1036.867483,0.151768,341443.000000,240741.000000
1040.619996,0.151891,340565.000000,240054.000000
1044.368155,0.152202,339602.000000,239204.000000
1048.111963,0.151360,339187.000000,239375.000000
1051.851417,0.151290,338370.000000,238837.000000
1055.586519,0.151862,337732.000000,238073.000000
1059.317269,0.151684,337270.000000,237845.000000
1063.043666,0.151801,337131.000000,237683.000000
1068.005424,0.153533,337198.000000,236784.000000
1071.721665,0.153930,337936.000000,237085.000000
1075.433553,0.155382,338814.000000,236908.000000
1079.141089,0.155226,339835.000000,237707.000000
1082.844272,0.156117,341087.000000,238094.000000
1086.543103,0.158162,342595.000000,238023.000000
1090.237580,0.159132,344242.000000,238634.000000
1093.927706,0.161712,346318.000000,238651.000000
1097.613478,0.163579,348067.000000,238827.000000
1102.521071,0.169811,350874.000000,237323.000000
1106.196688,0.176713,352530.000000,234684.000000
1109.867952,0.186763,354393.000000,230527.000000
1113.534864,0.200336,356181.000000,224561.000000
1117.197422,0.217532,357783.000000,216814.000000
1120.855629,0.235699,359117.000000,208707.000000
1124.509482,0.251299,360790.000000,202281.000000
1128.158984,0.259187,361832.000000,199214.000000
1131.804132,0.258173,363284.000000,200481.000000
1136.657559,0.244807,364834.000000,207629.000000
1140.292552,0.230296,365983.000000,215360.000000
1143.923192,0.218415,367533.000000,222270.000000
1147.549479,0.210464,368590.000000,227028.000000
1151.171414,0.206910,369591.000000,229515.000000
1154.788996,0.205540,370608.000000,230874.000000
1158.402225,0.205398,371792.000000,231687.000000
1162.011102,0.204715,373034.000000,232827.000000
