Method:,Column 1,,
Host Date-Time:,15/1/21 @ 14:56:55,,
Header Version:,1,,
System Temp hundredths:,2945,,
Detector Temp hundredths:,2475,,
Humidity hundredths:,155,,
Lamp PD:,3653,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.167896,91207.000000,61963.000000
905.391135,0.163253,100140.000000,68763.000000
909.293086,0.162527,108241.000000,74450.000000
913.190685,0.164166,116884.000000,80092.000000
917.083931,0.165085,127518.000000,87194.000000
920.972825,0.165841,140036.000000,95587.000000
926.151245,0.166293,160442.000000,109402.000000
930.029983,0.162757,176924.000000,121627.000000
933.904368,0.158463,192482.000000,133637.000000
937.774400,0.154807,207019.000000,144945.000000
941.640080,0.150869,220214.000000,155588.000000
945.501407,0.147057,231781.000000,165204.000000
949.358382,0.142768,242385.000000,174477.000000
953.211004,0.141838,252506.000000,182152.000000
957.059273,0.140972,262404.000000,189670.000000
962.183529,0.138338,275634.000000,200445.000000
966.021642,0.137066,285310.000000,208090.000000
969.855403,0.136268,294814.000000,215417.000000
973.684811,0.135089,303951.000000,222697.000000
977.509867,0.133896,312634.000000,229689.000000
981.330570,0.134499,320588.000000,235206.000000
985.146920,0.133548,327227.000000,240603.000000
988.958918,0.133498,332863.000000,244775.000000
992.766563,0.134230,337748.000000,247949.000000
997.836653,0.134311,342296.000000,251241.000000
1001.634142,0.133352,344897.000000,253710.000000
1005.427279,0.134408,346533.000000,254294.000000
1009.216063,0.133834,347364.000000,255241.000000
1013.000494,0.134099,347610.000000,255266.000000
1016.780573,0.134131,347104.000000,254876.000000
1020.556299,0.134949,346356.000000,253848.000000
1024.327673,0.134245,345314.000000,253495.000000
1028.094694,0.134660,344068.000000,252339.000000
1033.110618,0.134160,342670.000000,251603.000000
1036.867483,0.133340,341443.000000,251176.000000
1040.619996,0.133796,340565.000000,250267.000000
1044.368155,0.133018,339602.000000,250007.000000
1048.111963,0.133336,339187.000000,249519.000000
1051.851417,0.133114,338370.000000,249045.000000
1055.586519,0.132958,337732.000000,248665.000000
1059.317269,0.132692,337270.000000,248477.000000
1063.043666,0.132635,337131.000000,248407.000000
1068.005424,0.132595,337198.000000,248479.000000
1071.721665,0.132775,337936.000000,248920.000000
1075.433553,0.133480,338814.000000,249162.000000
1079.141089,0.133716,339835.000000,249777.000000
1082.844272,0.134227,341087.000000,250402.000000
1086.543103,0.134360,342595.000000,251432.000000
1090.237580,0.134214,344242.000000,252726.000000
1093.927706,0.134708,346318.000000,253961.000000
1097.613478,0.134876,348067.000000,255145.000000
1102.521071,0.135071,350874.000000,257087.000000
1106.196688,0.134277,352530.000000,258773.000000
1109.867952,0.134124,354393.000000,260232.000000
1113.534864,0.134186,356181.000000,261508.000000
1117.197422,0.133657,357783.000000,263004.000000
1120.855629,0.132618,359117.000000,264617.000000
1124.509482,0.133206,360790.000000,265490.000000
1128.158984,0.132888,361832.000000,266452.000000
1131.804132,0.133254,363284.000000,267296.000000
1136.657559,0.135391,364834.000000,267119.000000
1140.292552,0.137681,365983.000000,266551.000000
1143.923192,0.139862,367533.000000,266339.000000
1147.549479,0.141553,368590.000000,266067.000000
1151.171414,0.145018,369591.000000,264669.000000
1154.788996,0.148563,370608.000000,263240.000000
1158.402225,0.152963,371792.000000,261419.000000
1162.011102,0.157971,373034.000000,259285.000000
1165.615627,0.162575,374075.000000,257267.000000
1170.414889,0.168193,375979.000000,255253.000000
1174.009257,0.171150,377809.000000,254755.000000
1177.599273,0.173668,379926.000000,254701.000000
1181.184936,0.175199,382215.000000,255334.000000
1184.766246,0.176308,385401.000000,256806.000000
1188.343204,0.177350,388776.000000,258434.000000
1191.915809,0.180308,392428.000000,259091.000000
1195.484062,0.181775,395791.000000,260430.000000
1199.047962,0.184282,399382.000000,261280.000000
1203.793059,0.185870,405070.000000,264034.000000
1207.346803,0.186021,409052.000000,266537.000000
1210.896194,0.184667,412904.000000,269887.000000
1214.441233,0.182012,416885.000000,274160.000000
1217.981920,0.178602,421320.000000,279261.000000
1221.518253,0.175422,425284.000000,283960.000000
1225.050234,0.171596,429183.000000,289099.000000
1228.577863,0.169854,433814.000000,293393.000000
1232.101139,0.167940,438565.000000,297916.000000
1236.792070,0.167546,444300.000000,302086.000000
1240.305190,0.168120,448060.000000,304240.000000
1243.813957,0.169518,452297.000000,306130.000000
1247.318372,0.171015,455893.000000,307502.000000
1250.818434,0.172934,459082.000000,308288.000000
1254.314143,0.174880,462510.000000,309201.000000
1257.805500,0.177143,466532.000000,310269.000000
1261.292505,0.180002,470752.000000,311021.000000
1264.775157,0.183013,474874.000000,311577.000000
1269.411922,0.185878,480696.000000,313323.000000
1272.884417,0.187483,486062.000000,315652.000000
1276.352561,0.189056,490790.000000,317570.000000
1279.816351,0.188971,494557.000000,320070.000000
1283.275789,0.188097,498768.000000,323446.000000
1286.730874,0.186500,502917.000000,327338.000000
1290.181607,0.184771,506587.000000,331042.000000
1293.627987,0.183221,509239.000000,333965.000000
1297.070015,0.180519,511855.000000,337775.000000
1301.652615,0.177785,515095.000000,342060.000000
1305.084486,0.175948,516531.000000,344468.000000
1308.512005,0.175149,517299.000000,345615.000000
1311.935171,0.173965,518312.000000,347237.000000
1315.353985,0.173428,518822.000000,348009.000000
1318.768446,0.173228,518589.000000,348013.000000
1322.178555,0.173644,518088.000000,347344.000000
1325.584311,0.173871,517825.000000,346986.000000
1328.985715,0.174865,517743.000000,346138.000000
1333.514148,0.176901,517179.000000,344144.000000
1336.905396,0.178800,516086.000000,341918.000000
1340.292291,0.181633,515807.000000,339511.000000
1343.674833,0.184948,515261.000000,336573.000000
1347.053022,0.188697,514494.000000,333183.000000
1350.426860,0.194055,513196.000000,328268.000000
1353.796344,0.200509,511820.000000,322558.000000
1357.161476,0.205775,510453.000000,317820.000000
1360.522255,0.212547,508989.000000,312005.000000
1364.996523,0.219260,506578.000000,305764.000000
1368.347147,0.221147,504705.000000,303313.000000
1371.693417,0.221330,502623.000000,301934.000000
1375.035335,0.221153,499288.000000,300053.000000
1378.372901,0.221092,496007.000000,298123.000000
1381.706114,0.221525,493126.000000,296096.000000
1385.034974,0.222329,489992.000000,293670.000000
1388.359481,0.223078,487730.000000,291811.000000
1391.679637,0.223602,486234.000000,290565.000000
1396.099739,0.224139,485318.000000,289659.000000
1399.409738,0.224765,485002.000000,289054.000000
1402.715385,0.225035,484535.000000,288596.000000
1406.016679,0.226131,484521.000000,287860.000000
1409.313620,0.227273,485069.000000,287429.000000
1412.606208,0.229800,485477.000000,286002.000000
1415.894445,0.232635,485710.000000,284277.000000
1419.178328,0.237157,486186.000000,281608.000000
1422.457859,0.242657,487691.000000,278925.000000
1426.823796,0.252157,489071.000000,273662.000000
1430.093171,0.259885,490374.000000,269552.000000
1433.358193,0.268876,491971.000000,264889.000000
1436.618863,0.278960,493431.000000,259577.000000
1439.875180,0.288640,495220.000000,254776.000000
1443.127144,0.300093,496699.000000,248886.000000
1446.374756,0.312385,498105.000000,242625.000000
1449.618016,0.322540,499484.000000,237674.000000
1453.935591,0.339893,501051.000000,229081.000000
1457.168694,0.351409,501839.000000,223437.000000
1460.397445,0.364350,502305.000000,217079.000000
1463.621843,0.377990,502914.000000,210622.000000
1466.841888,0.390132,502990.000000,204846.000000
1470.057581,0.401925,502944.000000,199340.000000
1473.268921,0.413684,502843.000000,193976.000000
1476.475909,0.425287,502522.000000,188742.000000
1479.678544,0.435700,501687.000000,183964.000000
1483.941954,0.448941,500616.000000,178059.000000
1487.134433,0.456679,499704.000000,174596.000000
1490.322559,0.464511,498255.000000,170978.000000
1493.506333,0.474077,496773.000000,166756.000000
1496.685754,0.482221,495016.000000,163079.000000
1499.860823,0.489081,492977.000000,159862.000000
1503.031539,0.495264,491156.000000,157020.000000
1506.197903,0.502995,489004.000000,153574.000000
1509.359914,0.509033,486639.000000,150721.000000
1513.569158,0.514732,482899.000000,147613.000000
1516.721012,0.520244,479678.000000,144779.000000
1519.868515,0.524366,476890.000000,142578.000000
1523.011664,0.526417,473405.000000,140869.000000
1526.150462,0.529871,470037.000000,138759.000000
1529.284906,0.533428,466420.000000,136568.000000
1532.414998,0.534228,462360.000000,135130.000000
1535.540737,0.535154,457987.000000,133567.000000
1538.662124,0.537010,453227.000000,131615.000000
1542.817202,0.539446,447406.000000,129198.000000
1545.928433,0.539570,442064.000000,127619.000000
1549.035311,0.541369,436619.000000,125526.000000
1552.137837,0.545015,431327.000000,122968.000000
1555.236010,0.547101,425604.000000,120755.000000
1558.329830,0.551065,419782.000000,118021.000000
1561.419298,0.553832,413789.000000,115597.000000
1564.504413,0.557825,407625.000000,112833.000000
1567.585176,0.558994,401258.000000,110772.000000
1571.686088,0.562517,392494.000000,107477.000000
1574.756695,0.566136,386060.000000,104838.000000
1577.822949,0.569942,379068.000000,102041.000000
1580.884850,0.573464,372237.000000,99393.000000
1583.942399,0.572720,365532.000000,97770.000000
1586.995595,0.569770,358457.000000,96531.000000
1590.044439,0.564594,351337.000000,95748.000000
1593.088930,0.557739,343946.000000,95225.000000
1596.129068,0.548875,337142.000000,95266.000000
1600.175815,0.537530,327373.000000,94954.000000
1603.205798,0.532118,320074.000000,94001.000000
1606.231427,0.524999,312860.000000,93401.000000
1609.252704,0.516827,305444.000000,92919.000000
1612.269629,0.510403,298028.000000,92014.000000
1615.282201,0.504318,290981.000000,91106.000000
1618.290420,0.497653,283873.000000,90255.000000
1621.294287,0.488997,276705.000000,89747.000000
1624.293801,0.481363,269751.000000,89043.000000
1628.286383,0.471762,260451.000000,87895.000000
1631.275741,0.466452,253416.000000,86573.000000
1634.260747,0.459698,246537.000000,85543.000000
1637.241400,0.450638,239613.000000,84893.000000
1640.217700,0.447179,232837.000000,83152.000000
1643.189648,0.442450,225975.000000,81585.000000
1646.157243,0.436736,219107.000000,80153.000000
1649.120486,0.432856,211528.000000,78075.000000
1652.079376,0.426559,203786.000000,76316.000000
1656.017792,0.417120,192538.000000,73688.000000
1658.966526,0.407995,183108.000000,71567.000000
1661.910907,0.397939,172102.000000,68841.000000
1664.850936,0.389764,159840.000000,65151.000000
1667.786612,0.375036,145318.000000,61275.000000
1670.717936,0.358421,129601.000000,56779.000000
1673.644907,0.346819,113097.000000,50890.000000
1676.567525,0.333011,96798.000000,44963.000000
1679.485791,0.322864,82152.000000,39062.000000
1683.370042,0.316534,65700.000000,31698.000000
1686.278151,0.318284,55737.000000,26783.000000
1689.181909,0.322526,47483.000000,22595.000000
1692.081313,0.319402,40873.000000,19590.000000
1694.976365,0.321170,35375.000000,16886.000000
1697.867065,0.317007,30676.000000,14784.000000
1700.753412,0.316166,26860.000000,12970.000000
