Method:,Column 1,,
Host Date-Time:,15/1/21 @ 10:56:46,,
Header Version:,1,,
System Temp hundredths:,2873,,
Detector Temp hundredths:,2411,,
Humidity hundredths:,496,,
Lamp PD:,3654,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.284259,91207.000000,47399.000000
905.391135,0.283253,100140.000000,52162.000000
909.293086,0.278913,108241.000000,56948.000000
913.190685,0.281288,116884.000000,61160.000000
917.083931,0.280418,127518.000000,66858.000000
920.972825,0.285698,140036.000000,72534.000000
926.151245,0.283585,160442.000000,83509.000000
930.029983,0.276924,176924.000000,93511.000000
933.904368,0.276749,192482.000000,101775.000000
937.774400,0.271517,207019.000000,110788.000000
941.640080,0.268456,220214.000000,118683.000000
945.501407,0.265307,231781.000000,125826.000000
949.358382,0.265210,242385.000000,131612.000000
953.211004,0.264842,252506.000000,137224.000000
957.059273,0.265076,262404.000000,142526.000000
962.183529,0.265622,275634.000000,149524.000000
966.021642,0.267410,285310.000000,154137.000000
969.855403,0.268807,294814.000000,158760.000000
973.684811,0.273356,303951.000000,161975.000000
977.509867,0.278849,312634.000000,164508.000000
981.330570,0.283947,320588.000000,166725.000000
985.146920,0.290855,327227.000000,167492.000000
988.958918,0.295519,332863.000000,168557.000000
992.766563,0.298640,337748.000000,169806.000000
997.836653,0.301947,342296.000000,170787.000000
1001.634142,0.303557,344897.000000,171448.000000
1005.427279,0.304211,346533.000000,172002.000000
1009.216063,0.302586,347364.000000,173061.000000
1013.000494,0.300888,347610.000000,173862.000000
1016.780573,0.301253,347104.000000,173463.000000
1020.556299,0.298310,346356.000000,174266.000000
1024.327673,0.295554,345314.000000,174848.000000
1028.094694,0.294314,344068.000000,174715.000000
1033.110618,0.289793,342670.000000,175826.000000
1036.867483,0.287194,341443.000000,176248.000000
1040.619996,0.284389,340565.000000,176934.000000
1044.368155,0.282384,339602.000000,177250.000000
1048.111963,0.280674,339187.000000,177732.000000
1051.851417,0.278984,338370.000000,177995.000000
1055.586519,0.277864,337732.000000,178118.000000
1059.317269,0.276074,337270.000000,178609.000000
1063.043666,0.274613,337131.000000,179137.000000
1068.005424,0.272661,337198.000000,179980.000000
1071.721665,0.270880,337936.000000,181115.000000
1075.433553,0.269966,338814.000000,181968.000000
1079.141089,0.267608,339835.000000,183510.000000
1082.844272,0.265557,341087.000000,185058.000000
1086.543103,0.263807,342595.000000,186627.000000
1090.237580,0.262067,344242.000000,188277.000000
1093.927706,0.260349,346318.000000,190163.000000
1097.613478,0.258400,348067.000000,191983.000000
1102.521071,0.257094,350874.000000,194114.000000
1106.196688,0.255508,352530.000000,195744.000000
1109.867952,0.253615,354393.000000,197638.000000
1113.534864,0.253388,356181.000000,198739.000000
1117.197422,0.254572,357783.000000,199089.000000
1120.855629,0.253783,359117.000000,200195.000000
1124.509482,0.257048,360790.000000,199621.000000
1128.158984,0.260390,361832.000000,198663.000000
1131.804132,0.263088,363284.000000,198225.000000
1136.657559,0.268256,364834.000000,196716.000000
1140.292552,0.271573,365983.000000,195834.000000
1143.923192,0.276252,367533.000000,194556.000000
1147.549479,0.282323,368590.000000,192407.000000
1151.171414,0.286952,369591.000000,190884.000000
1154.788996,0.293767,370608.000000,188429.000000
1158.402225,0.298414,371792.000000,187019.000000
1162.011102,0.301058,373034.000000,186505.000000
1165.615627,0.306174,374075.000000,184835.000000
1170.414889,0.312195,375979.000000,183218.000000
1174.009257,0.316927,377809.000000,182115.000000
1177.599273,0.321426,379926.000000,181248.000000
1181.184936,0.325927,382215.000000,180460.000000
1184.766246,0.329982,385401.000000,180273.000000
1188.343204,0.337152,388776.000000,178874.000000
1191.915809,0.343501,392428.000000,177934.000000
1195.484062,0.348953,395791.000000,177220.000000
1199.047962,0.352805,399382.000000,177249.000000
1203.793059,0.355318,405070.000000,178736.000000
1207.346803,0.355836,409052.000000,180278.000000
1210.896194,0.357475,412904.000000,181290.000000
1214.441233,0.358589,416885.000000,182569.000000
1217.981920,0.355195,421320.000000,185959.000000
1221.518253,0.351751,425284.000000,189203.000000
1225.050234,0.346114,429183.000000,193432.000000
1228.577863,0.340917,433814.000000,197873.000000
1232.101139,0.337382,438565.000000,201675.000000
1236.792070,0.331836,444300.000000,206938.000000
1240.305190,0.330100,448060.000000,209525.000000
1243.813957,0.328836,452297.000000,212123.000000
1247.318372,0.326778,455893.000000,214825.000000
1250.818434,0.326537,459082.000000,216448.000000
1254.314143,0.326010,462510.000000,218329.000000
1257.805500,0.325609,466532.000000,220431.000000
1261.292505,0.325076,470752.000000,222698.000000
1264.775157,0.323526,474874.000000,225451.000000
1269.411922,0.320753,480696.000000,229677.000000
1272.884417,0.320134,486062.000000,232572.000000
1276.352561,0.317884,490790.000000,236054.000000
1279.816351,0.316248,494557.000000,238764.000000
1283.275789,0.315084,498768.000000,241443.000000
1286.730874,0.313584,502917.000000,244294.000000
1290.181607,0.311841,506587.000000,247066.000000
1293.627987,0.311090,509239.000000,248789.000000
1297.070015,0.312275,511855.000000,249386.000000
1301.652615,0.311913,515095.000000,251174.000000
1305.084486,0.312293,516531.000000,251654.000000
1308.512005,0.312046,517299.000000,252171.000000
1311.935171,0.313008,518312.000000,252106.000000
1315.353985,0.312506,518822.000000,252646.000000
1318.768446,0.313070,518589.000000,252205.000000
1322.178555,0.314368,518088.000000,251209.000000
1325.584311,0.314163,517825.000000,251200.000000
1328.985715,0.316056,517743.000000,250068.000000
1333.514148,0.318655,517179.000000,248305.000000
1336.905396,0.321642,516086.000000,246082.000000
1340.292291,0.326240,515807.000000,243359.000000
1343.674833,0.332377,515261.000000,239690.000000
1347.053022,0.342562,514494.000000,233786.000000
1350.426860,0.354060,513196.000000,227103.000000
1353.796344,0.368868,511820.000000,218902.000000
1357.161476,0.382268,510453.000000,211684.000000
1360.522255,0.394933,508989.000000,205010.000000
1364.996523,0.408201,506578.000000,197900.000000
1368.347147,0.414614,504705.000000,194278.000000
1371.693417,0.416579,502623.000000,192603.000000
1375.035335,0.414580,499288.000000,192208.000000
1378.372901,0.409375,496007.000000,193247.000000
1381.706114,0.404749,493126.000000,194182.000000
1385.034974,0.401283,489992.000000,194494.000000
1388.359481,0.401301,487730.000000,193588.000000
1391.679637,0.403135,486234.000000,192181.000000
1396.099739,0.411139,485318.000000,188316.000000
1399.409738,0.415762,485002.000000,186201.000000
1402.715385,0.426104,484535.000000,181644.000000
1406.016679,0.437808,484521.000000,176809.000000
1409.313620,0.451185,485069.000000,171640.000000
