Method:,Column 1,,
Host Date-Time:,15/1/21 @ 10:48:47,,
Header Version:,1,,
System Temp hundredths:,2533,,
Detector Temp hundredths:,2112,,
Humidity hundredths:,866,,
Lamp PD:,3662,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.097622,91207.000000,72846.000000
905.391135,0.090314,100140.000000,81338.000000
909.293086,0.088495,108241.000000,88287.000000
913.190685,0.090649,116884.000000,94865.000000
917.083931,0.090132,127518.000000,103619.000000
920.972825,0.090892,140036.000000,113592.000000
926.151245,0.091361,160442.000000,130004.000000
930.029983,0.088569,176924.000000,144284.000000
933.904368,0.085456,192482.000000,158101.000000
937.774400,0.082590,207019.000000,171167.000000
941.640080,0.079860,220214.000000,183225.000000
945.501407,0.077457,231781.000000,193919.000000
949.358382,0.076315,242385.000000,203325.000000
953.211004,0.074645,252506.000000,212631.000000
957.059273,0.073679,262404.000000,221458.000000
962.183529,0.071620,275634.000000,233729.000000
966.021642,0.070899,285310.000000,242336.000000
969.855403,0.071549,294814.000000,250034.000000
973.684811,0.070908,303951.000000,258164.000000
977.509867,0.070057,312634.000000,266060.000000
981.330570,0.070283,320588.000000,272687.000000
985.146920,0.070141,327227.000000,278425.000000
988.958918,0.069071,332863.000000,283919.000000
992.766563,0.069294,337748.000000,287938.000000
997.836653,0.068407,342296.000000,292412.000000
1001.634142,0.068970,344897.000000,294252.000000
1005.427279,0.067887,346533.000000,296386.000000
1009.216063,0.067794,347364.000000,297160.000000
1013.000494,0.067418,347610.000000,297628.000000
1016.780573,0.067044,347104.000000,297451.000000
1020.556299,0.067420,346356.000000,296553.000000
1024.327673,0.067557,345314.000000,295568.000000
1028.094694,0.068774,344068.000000,293677.000000
1033.110618,0.068486,342670.000000,292678.000000
1036.867483,0.068359,341443.000000,291715.000000
1040.619996,0.068509,340565.000000,290865.000000
1044.368155,0.068905,339602.000000,289778.000000
1048.111963,0.069232,339187.000000,289206.000000
1051.851417,0.068862,338370.000000,288755.000000
1055.586519,0.069236,337732.000000,287963.000000
1059.317269,0.069199,337270.000000,287593.000000
1063.043666,0.068531,337131.000000,287917.000000
1068.005424,0.068891,337198.000000,287736.000000
1071.721665,0.069299,337936.000000,288095.000000
1075.433553,0.069764,338814.000000,288534.000000
1079.141089,0.069626,339835.000000,289496.000000
1082.844272,0.070005,341087.000000,290309.000000
1086.543103,0.070344,342595.000000,291365.000000
1090.237580,0.069867,344242.000000,293087.000000
1093.927706,0.070822,346318.000000,294207.000000
