Method:,Column 1,,
Host Date-Time:,15/1/21 @ 11:1:10,,
Header Version:,1,,
System Temp hundredths:,3004,,
Detector Temp hundredths:,2577,,
Humidity hundredths:,380,,
Lamp PD:,3652,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.115029,91207.000000,69984.000000
905.391135,0.109304,100140.000000,77858.000000
909.293086,0.107098,108241.000000,84585.000000
913.190685,0.105419,116884.000000,91693.000000
917.083931,0.107478,127518.000000,99562.000000
920.972825,0.107548,140036.000000,109318.000000
926.151245,0.107939,160442.000000,125135.000000
930.029983,0.106594,176924.000000,138418.000000
933.904368,0.103533,192482.000000,151655.000000
937.774400,0.100211,207019.000000,164361.000000
941.640080,0.096272,220214.000000,176430.000000
945.501407,0.093773,231781.000000,186769.000000
949.358382,0.092560,242385.000000,195860.000000
953.211004,0.091432,252506.000000,204569.000000
957.059273,0.090424,262404.000000,213082.000000
962.183529,0.088869,275634.000000,224628.000000
966.021642,0.088032,285310.000000,232962.000000
969.855403,0.087279,294814.000000,241140.000000
973.684811,0.086391,303951.000000,249122.000000
977.509867,0.086479,312634.000000,256187.000000
981.330570,0.085770,320588.000000,263134.000000
985.146920,0.086387,327227.000000,268202.000000
988.958918,0.086787,332863.000000,272570.000000
992.766563,0.087873,337748.000000,275880.000000
997.836653,0.088594,342296.000000,279131.000000
1001.634142,0.089650,344897.000000,280569.000000
1005.427279,0.089756,346533.000000,281831.000000
1009.216063,0.089603,347364.000000,282606.000000
1013.000494,0.088568,347610.000000,283481.000000
1016.780573,0.086481,347104.000000,284432.000000
1020.556299,0.083585,346356.000000,285718.000000
1024.327673,0.081725,345314.000000,286081.000000
1028.094694,0.080052,344068.000000,286149.000000
1033.110618,0.078572,342670.000000,285959.000000
1036.867483,0.077464,341443.000000,285663.000000
1040.619996,0.076375,340565.000000,285644.000000
1044.368155,0.075965,339602.000000,285105.000000
1048.111963,0.076531,339187.000000,284386.000000
1051.851417,0.076650,338370.000000,283623.000000
1055.586519,0.077196,337732.000000,282733.000000
1059.317269,0.076833,337270.000000,282582.000000
1063.043666,0.077405,337131.000000,282094.000000
1068.005424,0.078505,337198.000000,281436.000000
1071.721665,0.080054,337936.000000,281048.000000
1075.433553,0.080626,338814.000000,281407.000000
1079.141089,0.081176,339835.000000,281898.000000
1082.844272,0.082094,341087.000000,282339.000000
1086.543103,0.082492,342595.000000,283328.000000
1090.237580,0.083396,344242.000000,284098.000000
1093.927706,0.084417,346318.000000,285140.000000
1097.613478,0.085512,348067.000000,285858.000000
1102.521071,0.088556,350874.000000,286151.000000
1106.196688,0.090903,352530.000000,285952.000000
1109.867952,0.092816,354393.000000,286200.000000
1113.534864,0.095346,356181.000000,285973.000000
1117.197422,0.096924,357783.000000,286217.000000
1120.855629,0.097593,359117.000000,286842.000000
1124.509482,0.097892,360790.000000,287980.000000
1128.158984,0.098662,361832.000000,288300.000000
1131.804132,0.099454,363284.000000,288930.000000
1136.657559,0.100634,364834.000000,289375.000000
1140.292552,0.101676,365983.000000,289591.000000
1143.923192,0.104085,367533.000000,289209.000000
1147.549479,0.105098,368590.000000,289365.000000
1151.171414,0.107826,369591.000000,288334.000000
1154.788996,0.109016,370608.000000,288336.000000
1158.402225,0.110885,371792.000000,288015.000000
1162.011102,0.109917,373034.000000,289622.000000
1165.615627,0.108551,374075.000000,291345.000000
1170.414889,0.105879,375979.000000,294635.000000
1174.009257,0.102823,377809.000000,298160.000000
1177.599273,0.100142,379926.000000,301687.000000
1181.184936,0.097804,382215.000000,305143.000000
1184.766246,0.095296,385401.000000,309469.000000
1188.343204,0.093555,388776.000000,313433.000000
1191.915809,0.090713,392428.000000,318454.000000
1195.484062,0.088226,395791.000000,323028.000000
1199.047962,0.087306,399382.000000,326650.000000
1203.793059,0.085677,405070.000000,332547.000000
1207.346803,0.085052,409052.000000,336300.000000
1210.896194,0.084410,412904.000000,339969.000000
1214.441233,0.084235,416885.000000,343385.000000
1217.981920,0.084721,421320.000000,346650.000000
1221.518253,0.085849,425284.000000,349004.000000
1225.050234,0.086549,429183.000000,351636.000000
1228.577863,0.087788,433814.000000,354418.000000
1232.101139,0.089355,438565.000000,357009.000000
1236.792070,0.091252,444300.000000,360101.000000
1240.305190,0.091900,448060.000000,362607.000000
1243.813957,0.092352,452297.000000,365655.000000
1247.318372,0.092036,455893.000000,368831.000000
1250.818434,0.091808,459082.000000,371606.000000
1254.314143,0.091718,462510.000000,374458.000000
1257.805500,0.091351,466532.000000,378034.000000
1261.292505,0.091779,470752.000000,381077.000000
1264.775157,0.092501,474874.000000,383776.000000
1269.411922,0.092439,480696.000000,388536.000000
1272.884417,0.092609,486062.000000,392720.000000
1276.352561,0.093057,490790.000000,396131.000000
1279.816351,0.093418,494557.000000,398840.000000
1283.275789,0.093422,498768.000000,402232.000000
1286.730874,0.093801,502917.000000,405224.000000
1290.181607,0.094171,506587.000000,407834.000000
1293.627987,0.094359,509239.000000,409791.000000
1297.070015,0.094703,511855.000000,411570.000000
1301.652615,0.095864,515095.000000,413070.000000
1305.084486,0.096960,516531.000000,413177.000000
1308.512005,0.098037,517299.000000,412767.000000
