Method:,Column 1,,
Host Date-Time:,14/1/21 @ 12:9:32,,
Header Version:,1,,
System Temp hundredths:,3028,,
Detector Temp hundredths:,2590,,
Humidity hundredths:,906,,
Lamp PD:,3649,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.197890,91207.000000,57828.000000
905.391135,0.188657,100140.000000,64856.000000
909.293086,0.184217,108241.000000,70823.000000
913.190685,0.183764,116884.000000,76558.000000
917.083931,0.183381,127518.000000,83597.000000
920.972825,0.186178,140036.000000,91214.000000
926.151245,0.186605,160442.000000,104403.000000
930.029983,0.185562,176924.000000,115405.000000
933.904368,0.182138,192482.000000,126547.000000
937.774400,0.177954,207019.000000,137422.000000
941.640080,0.175699,220214.000000,146942.000000
945.501407,0.173965,231781.000000,155279.000000
949.358382,0.170871,242385.000000,163544.000000
953.211004,0.170410,252506.000000,170554.000000
957.059273,0.168812,262404.000000,177893.000000
962.183529,0.167881,275634.000000,187263.000000
966.021642,0.167177,285310.000000,194151.000000
969.855403,0.166908,294814.000000,200743.000000
973.684811,0.166359,303951.000000,207226.000000
977.509867,0.165390,312634.000000,213622.000000
981.330570,0.165668,320588.000000,218917.000000
985.146920,0.164491,327227.000000,224057.000000
988.958918,0.164007,332863.000000,228170.000000
992.766563,0.163352,337748.000000,231868.000000
997.836653,0.162485,342296.000000,235460.000000
1001.634142,0.161781,344897.000000,237634.000000
1005.427279,0.160920,346533.000000,239235.000000
1009.216063,0.160637,347364.000000,239965.000000
1013.000494,0.159102,347610.000000,240985.000000
1016.780573,0.157999,347104.000000,241246.000000
1020.556299,0.157214,346356.000000,241162.000000
1024.327673,0.155488,345314.000000,241394.000000
1028.094694,0.155647,344068.000000,240435.000000
1033.110618,0.155610,342670.000000,239478.000000
1036.867483,0.154993,341443.000000,238960.000000
1040.619996,0.155320,340565.000000,238166.000000
1044.368155,0.154495,339602.000000,237944.000000
1048.111963,0.155696,339187.000000,236997.000000
1051.851417,0.155063,338370.000000,236771.000000
1055.586519,0.155333,337732.000000,236178.000000
1059.317269,0.155176,337270.000000,235940.000000
1063.043666,0.154920,337131.000000,235982.000000
1068.005424,0.155795,337198.000000,235554.000000
1071.721665,0.156480,337936.000000,235697.000000
1075.433553,0.157344,338814.000000,235840.000000
1079.141089,0.157520,339835.000000,236455.000000
1082.844272,0.158104,341087.000000,237007.000000
1086.543103,0.159478,342595.000000,237303.000000
1090.237580,0.160889,344242.000000,237670.000000
1093.927706,0.162683,346318.000000,238118.000000
1097.613478,0.164794,348067.000000,238160.000000
1102.521071,0.171237,350874.000000,236545.000000
1106.196688,0.177053,352530.000000,234500.000000
1109.867952,0.186733,354393.000000,230543.000000
1113.534864,0.200025,356181.000000,224722.000000
1117.197422,0.215123,357783.000000,218020.000000
1120.855629,0.231553,359117.000000,210709.000000
1124.509482,0.245763,360790.000000,204876.000000
1128.158984,0.254094,361832.000000,201564.000000
1131.804132,0.251044,363284.000000,203799.000000
1136.657559,0.237558,364834.000000,211124.000000
1140.292552,0.223293,365983.000000,218861.000000
1143.923192,0.212601,367533.000000,225266.000000
1147.549479,0.205027,368590.000000,229888.000000
1151.171414,0.201938,369591.000000,232158.000000
1154.788996,0.200738,370608.000000,233441.000000
1158.402225,0.200278,371792.000000,234435.000000
1162.011102,0.199864,373034.000000,235442.000000
1165.615627,0.198502,374075.000000,236841.000000
1170.414889,0.196141,375979.000000,239344.000000
1174.009257,0.194443,377809.000000,241451.000000
1177.599273,0.190373,379926.000000,245090.000000
1181.184936,0.185732,382215.000000,249216.000000
1184.766246,0.180539,385401.000000,254316.000000
1188.343204,0.174868,388776.000000,259915.000000
1191.915809,0.170990,392428.000000,264710.000000
1195.484062,0.167342,395791.000000,269230.000000
1199.047962,0.165839,399382.000000,272615.000000
1203.793059,0.165979,405070.000000,276408.000000
1207.346803,0.165473,409052.000000,279451.000000
1210.896194,0.166164,412904.000000,281634.000000
1214.441233,0.165127,416885.000000,285029.000000
1217.981920,0.164909,421320.000000,288206.000000
1221.518253,0.165753,425284.000000,290353.000000
1225.050234,0.165345,429183.000000,293290.000000
1228.577863,0.165201,433814.000000,296553.000000
1232.101139,0.164137,438565.000000,300536.000000
1236.792070,0.164372,444300.000000,304302.000000
1240.305190,0.165134,448060.000000,306339.000000
1243.813957,0.164982,452297.000000,309344.000000
1247.318372,0.164880,455893.000000,311877.000000
1250.818434,0.165557,459082.000000,313569.000000
1254.314143,0.166101,462510.000000,315515.000000
1257.805500,0.166476,466532.000000,317984.000000
1261.292505,0.165865,470752.000000,321312.000000
1264.775157,0.167722,474874.000000,322743.000000
1269.411922,0.168486,480696.000000,326125.000000
1272.884417,0.168849,486062.000000,329490.000000
1276.352561,0.170533,490790.000000,331408.000000
1279.816351,0.171474,494557.000000,333229.000000
1283.275789,0.172639,498768.000000,335166.000000
1286.730874,0.173314,502917.000000,337429.000000
1290.181607,0.174613,506587.000000,338876.000000
1293.627987,0.176296,509239.000000,339333.000000
1297.070015,0.177535,511855.000000,340104.000000
1301.652615,0.178289,515095.000000,341663.000000
1305.084486,0.179263,516531.000000,341848.000000
1308.512005,0.180768,517299.000000,341172.000000
1311.935171,0.182042,518312.000000,340839.000000
1315.353985,0.183398,518822.000000,340111.000000
1318.768446,0.184657,518589.000000,338974.000000
1322.178555,0.187140,518088.000000,336716.000000
1325.584311,0.188500,517825.000000,335493.000000
1328.985715,0.191571,517743.000000,333076.000000
1333.514148,0.195614,517179.000000,329630.000000
1336.905396,0.199297,516086.000000,326156.000000
1340.292291,0.204037,515807.000000,322441.000000
1343.674833,0.208851,515261.000000,318549.000000
1347.053022,0.213314,514494.000000,314823.000000
1350.426860,0.214689,513196.000000,313036.000000
1353.796344,0.214469,511820.000000,312355.000000
1357.161476,0.214641,510453.000000,311397.000000
1360.522255,0.216225,508989.000000,309374.000000
1364.996523,0.220782,506578.000000,304694.000000
1368.347147,0.223579,504705.000000,301619.000000
1371.693417,0.225594,502623.000000,298984.000000
1375.035335,0.224216,499288.000000,297944.000000
1378.372901,0.221832,496007.000000,297616.000000
1381.706114,0.220045,493126.000000,297107.000000
1385.034974,0.218063,489992.000000,296569.000000
1388.359481,0.218478,487730.000000,294918.000000
1391.679637,0.219582,486234.000000,293267.000000
1396.099739,0.219482,485318.000000,292782.000000
1399.409738,0.217822,485002.000000,293712.000000
1402.715385,0.215172,484535.000000,295225.000000
1406.016679,0.213311,484521.000000,296484.000000
1409.313620,0.212032,485069.000000,297695.000000
1412.606208,0.210598,485477.000000,298931.000000
1415.894445,0.211184,485710.000000,298671.000000
1419.178328,0.211293,486186.000000,298889.000000
1422.457859,0.211797,487691.000000,299466.000000
1426.823796,0.211392,489071.000000,300594.000000
1430.093171,0.210900,490374.000000,301736.000000
1433.358193,0.209652,491971.000000,303590.000000
1436.618863,0.208972,493431.000000,304968.000000
1439.875180,0.208685,495220.000000,306276.000000
1443.127144,0.209800,496699.000000,306403.000000
1446.374756,0.210915,498105.000000,306483.000000
1449.618016,0.212260,499484.000000,306381.000000
1453.935591,0.211890,501051.000000,307604.000000
1457.168694,0.211494,501839.000000,308369.000000
1460.397445,0.211086,502305.000000,308945.000000
1463.621843,0.211051,502914.000000,309345.000000
1466.841888,0.210023,502990.000000,310125.000000
1470.057581,0.210329,502944.000000,309878.000000
1473.268921,0.208975,502843.000000,310783.000000
1476.475909,0.207983,502522.000000,311295.000000
1479.678544,0.207583,501687.000000,311064.000000
1483.941954,0.206979,500616.000000,310832.000000
1487.134433,0.206972,499704.000000,310271.000000
1490.322559,0.207089,498255.000000,309288.000000
1493.506333,0.207503,496773.000000,308074.000000
1496.685754,0.207931,495016.000000,306682.000000
1499.860823,0.208084,492977.000000,305311.000000
1503.031539,0.208742,491156.000000,303723.000000
1506.197903,0.208846,489004.000000,302320.000000
1509.359914,0.210742,486639.000000,299547.000000
1513.569158,0.211774,482899.000000,296539.000000
1516.721012,0.213485,479678.000000,293403.000000
1519.868515,0.214890,476890.000000,290756.000000
1523.011664,0.216429,473405.000000,287610.000000
1526.150462,0.217624,470037.000000,284779.000000
1529.284906,0.218778,466420.000000,281838.000000
1532.414998,0.220540,462360.000000,278253.000000
1535.540737,0.222368,457987.000000,274464.000000
1538.662124,0.222821,453227.000000,271328.000000
1542.817202,0.224610,447406.000000,266742.000000
1545.928433,0.225866,442064.000000,262796.000000
1549.035311,0.226466,436619.000000,259201.000000
1552.137837,0.229047,431327.000000,254542.000000
1555.236010,0.230489,425604.000000,250332.000000
1558.329830,0.232375,419782.000000,245838.000000
1561.419298,0.233258,413789.000000,241836.000000
1564.504413,0.235186,407625.000000,237178.000000
1567.585176,0.237994,401258.000000,231969.000000
1571.686088,0.240881,392494.000000,225399.000000
1574.756695,0.244515,386060.000000,219857.000000
1577.822949,0.248486,379068.000000,213910.000000
1580.884850,0.251307,372237.000000,208695.000000
1583.942399,0.255812,365532.000000,202821.000000
1586.995595,0.260416,358457.000000,196798.000000
1590.044439,0.264795,351337.000000,190954.000000
1593.088930,0.268746,343946.000000,185244.000000
1596.129068,0.273412,337142.000000,179639.000000
1600.175815,0.279739,327373.000000,171911.000000
1603.205798,0.286550,320074.000000,165463.000000
1606.231427,0.294191,312860.000000,158913.000000
1609.252704,0.300553,305444.000000,152890.000000
1612.269629,0.311905,298028.000000,145329.000000
1615.282201,0.322983,290981.000000,138319.000000
1618.290420,0.336566,283873.000000,130785.000000
1621.294287,0.349328,276705.000000,123791.000000
1624.293801,0.357894,269751.000000,118323.000000
1628.286383,0.365892,260451.000000,112159.000000
1631.275741,0.373984,253416.000000,107115.000000
1634.260747,0.381692,246537.000000,102374.000000
1637.241400,0.393079,239613.000000,96924.000000
1640.217700,0.414022,232837.000000,89749.000000
1643.189648,0.439548,225975.000000,82132.000000
1646.157243,0.476786,219107.000000,73092.000000
1649.120486,0.512388,211528.000000,65010.000000
1652.079376,0.551270,203786.000000,57267.000000
1656.017792,0.588851,192538.000000,49621.000000
1658.966526,0.591655,183108.000000,46887.000000
1661.910907,0.580263,172102.000000,45240.000000
1664.850936,0.550164,159840.000000,45032.000000
1667.786612,0.523551,145318.000000,43528.000000
1670.717936,0.494811,129601.000000,41476.000000
1673.644907,0.473439,113097.000000,38020.000000
1676.567525,0.456051,96798.000000,33870.000000
1679.485791,0.434338,82152.000000,30219.000000
1683.370042,0.412424,65700.000000,25418.000000
1686.278151,0.390999,55737.000000,22654.000000
1689.181909,0.374597,47483.000000,20042.000000
1692.081313,0.360261,40873.000000,17831.000000
1694.976365,0.355321,35375.000000,15609.000000
1697.867065,0.363176,30676.000000,13293.000000
1700.753412,0.365698,26860.000000,11572.000000
