Method:,Column 1,,
Host Date-Time:,14/1/21 @ 12:4:14,,
Header Version:,1,,
System Temp hundredths:,2808,,
Detector Temp hundredths:,2381,,
Humidity hundredths:,1156,,
Lamp PD:,3654,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.096414,91207.000000,73049.000000
905.391135,0.090608,100140.000000,81283.000000
909.293086,0.089628,108241.000000,88057.000000
913.190685,0.089680,116884.000000,95077.000000
917.083931,0.090421,127518.000000,103550.000000
920.972825,0.089846,140036.000000,113866.000000
926.151245,0.089212,160442.000000,130649.000000
930.029983,0.085662,176924.000000,145253.000000
933.904368,0.083080,192482.000000,158968.000000
937.774400,0.078238,207019.000000,172891.000000
941.640080,0.076115,220214.000000,184812.000000
945.501407,0.072605,231781.000000,196098.000000
949.358382,0.070679,242385.000000,205981.000000
953.211004,0.069779,252506.000000,215027.000000
957.059273,0.069650,262404.000000,223522.000000
962.183529,0.069156,275634.000000,235059.000000
966.021642,0.068299,285310.000000,243791.000000
969.855403,0.067920,294814.000000,252132.000000
973.684811,0.066852,303951.000000,260586.000000
977.509867,0.066697,312634.000000,268126.000000
981.330570,0.066229,320588.000000,275244.000000
985.146920,0.066098,327227.000000,281029.000000
988.958918,0.066123,332863.000000,285853.000000
992.766563,0.066944,337748.000000,289500.000000
997.836653,0.067709,342296.000000,292882.000000
1001.634142,0.068775,344897.000000,294384.000000
1005.427279,0.069711,346533.000000,295144.000000
1009.216063,0.071165,347364.000000,294863.000000
1013.000494,0.071967,347610.000000,294527.000000
1016.780573,0.072754,347104.000000,293566.000000
1020.556299,0.072428,346356.000000,293153.000000
1024.327673,0.073215,345314.000000,291742.000000
1028.094694,0.072240,344068.000000,291343.000000
1033.110618,0.072646,342670.000000,289888.000000
1036.867483,0.072180,341443.000000,289160.000000
1040.619996,0.071555,340565.000000,288832.000000
1044.368155,0.070529,339602.000000,288696.000000
1048.111963,0.070284,339187.000000,288506.000000
1051.851417,0.068933,338370.000000,288708.000000
1055.586519,0.069960,337732.000000,287483.000000
1059.317269,0.068614,337270.000000,287981.000000
1063.043666,0.069280,337131.000000,287421.000000
1068.005424,0.068173,337198.000000,288212.000000
1071.721665,0.068323,337936.000000,288743.000000
1075.433553,0.068362,338814.000000,289467.000000
1079.141089,0.068103,339835.000000,290513.000000
1082.844272,0.068237,341087.000000,291493.000000
1086.543103,0.067564,342595.000000,293236.000000
1090.237580,0.067777,344242.000000,294501.000000
1093.927706,0.067414,346318.000000,296525.000000
1097.613478,0.067113,348067.000000,298229.000000
1102.521071,0.066559,350874.000000,301018.000000
1106.196688,0.065888,352530.000000,302906.000000
1109.867952,0.065114,354393.000000,305050.000000
1113.534864,0.065334,356181.000000,306434.000000
1117.197422,0.063992,357783.000000,308765.000000
1120.855629,0.063295,359117.000000,310414.000000
1124.509482,0.064113,360790.000000,311273.000000
1128.158984,0.064446,361832.000000,311933.000000
1131.804132,0.065985,363284.000000,312077.000000
1136.657559,0.067508,364834.000000,312311.000000
1140.292552,0.068765,365983.000000,312389.000000
1143.923192,0.070292,367533.000000,312611.000000
1147.549479,0.072040,368590.000000,312251.000000
1151.171414,0.074773,369591.000000,311135.000000
1154.788996,0.078170,370608.000000,309560.000000
1158.402225,0.081790,371792.000000,307971.000000
1162.011102,0.085035,373034.000000,306700.000000
1165.615627,0.089256,374075.000000,304581.000000
1170.414889,0.093752,375979.000000,302978.000000
1174.009257,0.097871,377809.000000,301579.000000
1177.599273,0.102145,379926.000000,300299.000000
1181.184936,0.104982,382215.000000,300141.000000
1184.766246,0.108625,385401.000000,300115.000000
1188.343204,0.110264,388776.000000,301603.000000
1191.915809,0.110858,392428.000000,304020.000000
1195.484062,0.110098,395791.000000,307162.000000
1199.047962,0.107560,399382.000000,311766.000000
1203.793059,0.105658,405070.000000,317594.000000
1207.346803,0.104499,409052.000000,321573.000000
1210.896194,0.103456,412904.000000,325382.000000
1214.441233,0.102459,416885.000000,329274.000000
1217.981920,0.100974,421320.000000,333917.000000
1221.518253,0.099273,425284.000000,338381.000000
1225.050234,0.097184,429183.000000,343130.000000
1228.577863,0.095326,433814.000000,348319.000000
1232.101139,0.094226,438565.000000,353027.000000
1236.792070,0.093616,444300.000000,358146.000000
1240.305190,0.093669,448060.000000,361133.000000
