Method:,Column 1,,
Host Date-Time:,14/1/21 @ 14:57:14,,
Header Version:,1,,
System Temp hundredths:,2893,,
Detector Temp hundredths:,2540,,
Humidity hundredths:,1138,,
Lamp PD:,3650,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.083470,91207.000000,75259.000000
905.391135,0.079619,100140.000000,83366.000000
909.293086,0.076325,108241.000000,90796.000000
913.190685,0.074897,116884.000000,98369.000000
917.083931,0.075729,127518.000000,107113.000000
920.972825,0.076287,140036.000000,117477.000000
926.151245,0.078466,160442.000000,133922.000000
930.029983,0.075853,176924.000000,148571.000000
933.904368,0.071832,192482.000000,163139.000000
937.774400,0.069258,207019.000000,176503.000000
941.640080,0.065747,220214.000000,189277.000000
945.501407,0.063872,231781.000000,200081.000000
949.358382,0.061768,242385.000000,210251.000000
953.211004,0.060986,252506.000000,219425.000000
957.059273,0.059207,262404.000000,228962.000000
962.183529,0.058951,275634.000000,240648.000000
966.021642,0.057151,285310.000000,250130.000000
969.855403,0.056227,294814.000000,259013.000000
973.684811,0.056603,303951.000000,266809.000000
977.509867,0.054913,312634.000000,275501.000000
981.330570,0.054023,320588.000000,283090.000000
985.146920,0.053561,327227.000000,289260.000000
988.958918,0.053283,332863.000000,294430.000000
992.766563,0.051334,337748.000000,300095.000000
997.836653,0.050437,342296.000000,304765.000000
1001.634142,0.049668,344897.000000,307625.000000
1005.427279,0.049046,346533.000000,309527.000000
1009.216063,0.048627,347364.000000,310569.000000
1013.000494,0.047319,347610.000000,311726.000000
1016.780573,0.046394,347104.000000,311936.000000
1020.556299,0.046144,346356.000000,311443.000000
1024.327673,0.045296,345314.000000,311113.000000
1028.094694,0.044891,344068.000000,310280.000000
1033.110618,0.045217,342670.000000,308787.000000
1036.867483,0.045133,341443.000000,307741.000000
1040.619996,0.045421,340565.000000,306746.000000
1044.368155,0.045632,339602.000000,305730.000000
1048.111963,0.046639,339187.000000,304649.000000
1051.851417,0.045970,338370.000000,304384.000000
1055.586519,0.047102,337732.000000,303019.000000
1059.317269,0.047440,337270.000000,302369.000000
1063.043666,0.047540,337131.000000,302175.000000
1068.005424,0.047356,337198.000000,302363.000000
1071.721665,0.048181,337936.000000,302450.000000
1075.433553,0.048322,338814.000000,303137.000000
1079.141089,0.048210,339835.000000,304129.000000
1082.844272,0.049122,341087.000000,304609.000000
1086.543103,0.048919,342595.000000,306099.000000
1090.237580,0.049150,344242.000000,307407.000000
1093.927706,0.050190,346318.000000,308521.000000
1097.613478,0.050420,348067.000000,309915.000000
1102.521071,0.052469,350874.000000,310944.000000
1106.196688,0.055249,352530.000000,310418.000000
1109.867952,0.058066,354393.000000,310041.000000
1113.534864,0.060557,356181.000000,309823.000000
1117.197422,0.063212,357783.000000,309320.000000
1120.855629,0.064282,359117.000000,309709.000000
1124.509482,0.067565,360790.000000,308809.000000
1128.158984,0.070396,361832.000000,307688.000000
1131.804132,0.074084,363284.000000,306311.000000
1136.657559,0.075525,364834.000000,306599.000000
1140.292552,0.074041,365983.000000,308617.000000
1143.923192,0.071147,367533.000000,311996.000000
1147.549479,0.065690,368590.000000,316850.000000
1151.171414,0.061492,369591.000000,320796.000000
1154.788996,0.059007,370608.000000,323525.000000
1158.402225,0.058772,371792.000000,324734.000000
1162.011102,0.057910,373034.000000,326466.000000
1165.615627,0.057857,374075.000000,327417.000000
1170.414889,0.058265,375979.000000,328775.000000
1174.009257,0.057719,377809.000000,330791.000000
1177.599273,0.057723,379926.000000,332641.000000
1181.184936,0.056358,382215.000000,335699.000000
1184.766246,0.054505,385401.000000,339944.000000
1188.343204,0.052842,388776.000000,344237.000000
1191.915809,0.050752,392428.000000,349147.000000
1195.484062,0.048665,395791.000000,353835.000000
1199.047962,0.047464,399382.000000,358034.000000
1203.793059,0.046821,405070.000000,363671.000000
1207.346803,0.046691,409052.000000,367356.000000
1210.896194,0.047627,412904.000000,370017.000000
1214.441233,0.047914,416885.000000,373338.000000
1217.981920,0.049293,421320.000000,376114.000000
1221.518253,0.049921,425284.000000,379104.000000
1225.050234,0.049896,429183.000000,382601.000000
1228.577863,0.049807,433814.000000,386809.000000
1232.101139,0.049534,438565.000000,391291.000000
1236.792070,0.049512,444300.000000,396428.000000
1240.305190,0.049358,448060.000000,399925.000000
1243.813957,0.049771,452297.000000,403323.000000
1247.318372,0.050217,455893.000000,406112.000000
1250.818434,0.051341,459082.000000,407896.000000
1254.314143,0.052688,462510.000000,409669.000000
1257.805500,0.053070,466532.000000,412868.000000
1261.292505,0.054564,470752.000000,415172.000000
1264.775157,0.054949,474874.000000,418436.000000
1269.411922,0.055122,480696.000000,423398.000000
1272.884417,0.055643,486062.000000,427611.000000
1276.352561,0.055727,490790.000000,431687.000000
1279.816351,0.056587,494557.000000,434140.000000
1283.275789,0.056845,498768.000000,437576.000000
1286.730874,0.057119,502917.000000,440938.000000
1290.181607,0.057993,506587.000000,443263.000000
1293.627987,0.058890,509239.000000,444664.000000
1297.070015,0.059739,511855.000000,446075.000000
1301.652615,0.061073,515095.000000,447522.000000
1305.084486,0.061896,516531.000000,447920.000000
1308.512005,0.061827,517299.000000,448657.000000
1311.935171,0.061979,518312.000000,449378.000000
1315.353985,0.062081,518822.000000,449715.000000
1318.768446,0.060933,518589.000000,450703.000000
1322.178555,0.060845,518088.000000,450359.000000
1325.584311,0.059904,517825.000000,451106.000000
1328.985715,0.059639,517743.000000,451310.000000
1333.514148,0.059390,517179.000000,451077.000000
1336.905396,0.059128,516086.000000,450396.000000
1340.292291,0.058872,515807.000000,450417.000000
1343.674833,0.059177,515261.000000,449625.000000
1347.053022,0.060257,514494.000000,447840.000000
1350.426860,0.061424,513196.000000,445512.000000
1353.796344,0.061948,511820.000000,443782.000000
1357.161476,0.062031,510453.000000,442512.000000
1360.522255,0.062627,508989.000000,440637.000000
1364.996523,0.062530,506578.000000,438648.000000
1368.347147,0.063155,504705.000000,436398.000000
1371.693417,0.063703,502623.000000,434050.000000
1375.035335,0.064536,499288.000000,430343.000000
1378.372901,0.065125,496007.000000,426936.000000
1381.706114,0.065072,493126.000000,424508.000000
1385.034974,0.065010,489992.000000,421870.000000
1388.359481,0.066265,487730.000000,418711.000000
1391.679637,0.067309,486234.000000,416425.000000
1396.099739,0.068626,485318.000000,414382.000000
1399.409738,0.069100,485002.000000,413660.000000
1402.715385,0.068534,484535.000000,413801.000000
1406.016679,0.067650,484521.000000,414632.000000
1409.313620,0.065819,485069.000000,416855.000000
1412.606208,0.064556,485477.000000,418420.000000
1415.894445,0.063009,485710.000000,420115.000000
1419.178328,0.061640,486186.000000,421854.000000
1422.457859,0.061214,487691.000000,423575.000000
1426.823796,0.059748,489071.000000,426210.000000
1430.093171,0.059478,490374.000000,427612.000000
1433.358193,0.058580,491971.000000,429892.000000
1436.618863,0.057640,493431.000000,432102.000000
1439.875180,0.056280,495220.000000,435029.000000
1443.127144,0.055153,496699.000000,437462.000000
1446.374756,0.055251,498105.000000,438601.000000
1449.618016,0.053944,499484.000000,441141.000000
1453.935591,0.054422,501051.000000,442038.000000
1457.168694,0.054635,501839.000000,442516.000000
1460.397445,0.054881,502305.000000,442677.000000
1463.621843,0.055136,502914.000000,442953.000000
1466.841888,0.055765,502990.000000,442379.000000
1470.057581,0.057060,502944.000000,441021.000000
1473.268921,0.057814,502843.000000,440168.000000
1476.475909,0.058949,502522.000000,438739.000000
1479.678544,0.059864,501687.000000,437088.000000
1483.941954,0.061728,500616.000000,434287.000000
1487.134433,0.064926,499704.000000,430315.000000
1490.322559,0.067217,498255.000000,426810.000000
1493.506333,0.070818,496773.000000,422027.000000
1496.685754,0.076022,495016.000000,415525.000000
1499.860823,0.081732,492977.000000,408408.000000
1503.031539,0.087345,491156.000000,401675.000000
1506.197903,0.094019,489004.000000,393816.000000
1509.359914,0.100494,486639.000000,386112.000000
1513.569158,0.107997,482899.000000,376582.000000
1516.721012,0.113588,479678.000000,369285.000000
1519.868515,0.117602,476890.000000,363761.000000
1523.011664,0.120965,473405.000000,358317.000000
