Method:,Column 1,,
Host Date-Time:,14/1/21 @ 15:4:43,,
Header Version:,1,,
System Temp hundredths:,3127,,
Detector Temp hundredths:,2746,,
Humidity hundredths:,859,,
Lamp PD:,3644,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.190260,91207.000000,58853.000000
905.391135,0.183982,100140.000000,65558.000000
909.293086,0.182205,108241.000000,71152.000000
913.190685,0.184440,116884.000000,76439.000000
917.083931,0.186818,127518.000000,82938.000000
920.972825,0.186307,140036.000000,91187.000000
926.151245,0.188414,160442.000000,103969.000000
930.029983,0.186410,176924.000000,115180.000000
933.904368,0.182121,192482.000000,126552.000000
937.774400,0.176125,207019.000000,138002.000000
941.640080,0.172748,220214.000000,147944.000000
945.501407,0.169577,231781.000000,156856.000000
949.358382,0.166761,242385.000000,165099.000000
953.211004,0.165072,252506.000000,172663.000000
957.059273,0.164792,262404.000000,179547.000000
962.183529,0.161712,275634.000000,189942.000000
966.021642,0.161104,285310.000000,196885.000000
969.855403,0.160747,294814.000000,203611.000000
973.684811,0.158984,303951.000000,210775.000000
977.509867,0.158432,312634.000000,217072.000000
981.330570,0.159387,320588.000000,222106.000000
985.146920,0.158536,327227.000000,227150.000000
988.958918,0.158712,332863.000000,230969.000000
992.766563,0.158909,337748.000000,234252.000000
997.836653,0.159227,342296.000000,237233.000000
1001.634142,0.159331,344897.000000,238978.000000
1005.427279,0.159541,346533.000000,239996.000000
1009.216063,0.159836,347364.000000,240408.000000
1013.000494,0.160572,347610.000000,240171.000000
1016.780573,0.160221,347104.000000,240015.000000
1020.556299,0.159377,346356.000000,239964.000000
1024.327673,0.160105,345314.000000,238841.000000
1028.094694,0.159918,344068.000000,238082.000000
1033.110618,0.159399,342670.000000,237398.000000
1036.867483,0.159489,341443.000000,236499.000000
1040.619996,0.159301,340565.000000,235993.000000
1044.368155,0.159219,339602.000000,235370.000000
1048.111963,0.159224,339187.000000,235080.000000
1051.851417,0.158923,338370.000000,234676.000000
1055.586519,0.159674,337732.000000,233829.000000
1059.317269,0.159170,337270.000000,233780.000000
1063.043666,0.158841,337131.000000,233861.000000
1068.005424,0.158673,337198.000000,233998.000000
1071.721665,0.159446,337936.000000,234093.000000
1075.433553,0.159409,338814.000000,234721.000000
1079.141089,0.158879,339835.000000,235716.000000
1082.844272,0.159186,341087.000000,236417.000000
1086.543103,0.159481,342595.000000,237301.000000
1090.237580,0.159550,344242.000000,238404.000000
1093.927706,0.159548,346318.000000,239843.000000
1097.613478,0.159313,348067.000000,241185.000000
1102.521071,0.158918,350874.000000,243351.000000
1106.196688,0.159116,352530.000000,244388.000000
1109.867952,0.158128,354393.000000,246239.000000
1113.534864,0.157852,356181.000000,247639.000000
1117.197422,0.156870,357783.000000,249316.000000
1120.855629,0.155647,359117.000000,250951.000000
1124.509482,0.155026,360790.000000,252481.000000
1128.158984,0.155179,361832.000000,253121.000000
1131.804132,0.156094,363284.000000,253602.000000
1136.657559,0.157171,364834.000000,254053.000000
1140.292552,0.159810,365983.000000,253309.000000
1143.923192,0.161658,367533.000000,253302.000000
1147.549479,0.162996,368590.000000,253249.000000
1151.171414,0.166523,369591.000000,251883.000000
1154.788996,0.170050,370608.000000,250533.000000
1158.402225,0.174141,371792.000000,248977.000000
1162.011102,0.178107,373034.000000,247538.000000
1165.615627,0.182755,374075.000000,245586.000000
1170.414889,0.187729,375979.000000,244025.000000
1174.009257,0.191007,377809.000000,243369.000000
1177.599273,0.192441,379926.000000,243926.000000
1181.184936,0.194155,382215.000000,244429.000000
1184.766246,0.194605,385401.000000,246211.000000
1188.343204,0.195824,388776.000000,247671.000000
1191.915809,0.197249,392428.000000,249179.000000
1195.484062,0.199844,395791.000000,249817.000000
1199.047962,0.201822,399382.000000,250938.000000
1203.793059,0.203336,405070.000000,253626.000000
1207.346803,0.203642,409052.000000,255939.000000
1210.896194,0.201120,412904.000000,259854.000000
1214.441233,0.198776,416885.000000,263779.000000
1217.981920,0.195843,421320.000000,268392.000000
1221.518253,0.192357,425284.000000,273100.000000
1225.050234,0.189522,429183.000000,277409.000000
1228.577863,0.188001,433814.000000,281386.000000
1232.101139,0.185709,438565.000000,285973.000000
1236.792070,0.185603,444300.000000,289783.000000
1240.305190,0.186360,448060.000000,291727.000000
1243.813957,0.187322,452297.000000,293834.000000
1247.318372,0.188523,455893.000000,295352.000000
1250.818434,0.191575,459082.000000,295335.000000
1254.314143,0.192888,462510.000000,296642.000000
1257.805500,0.196170,466532.000000,296969.000000
1261.292505,0.198781,470752.000000,297859.000000
1264.775157,0.200659,474874.000000,299171.000000
1269.411922,0.203932,480696.000000,300565.000000
1272.884417,0.205949,486062.000000,302512.000000
1276.352561,0.207220,490790.000000,304562.000000
1279.816351,0.207627,494557.000000,306612.000000
1283.275789,0.206026,498768.000000,310365.000000
1286.730874,0.204839,502917.000000,313803.000000
1290.181607,0.202961,506587.000000,317463.000000
1293.627987,0.200295,509239.000000,321090.000000
1297.070015,0.198342,511855.000000,324194.000000
1301.652615,0.194920,515095.000000,328827.000000
1305.084486,0.193359,516531.000000,330931.000000
1308.512005,0.192120,517299.000000,332370.000000
1311.935171,0.191106,518312.000000,333799.000000
1315.353985,0.190146,518822.000000,334867.000000
1318.768446,0.189049,518589.000000,335563.000000
1322.178555,0.188938,518088.000000,335325.000000
1325.584311,0.188740,517825.000000,335307.000000
1328.985715,0.190013,517743.000000,334273.000000
1333.514148,0.191519,517179.000000,332753.000000
1336.905396,0.192890,516086.000000,331003.000000
1340.292291,0.195038,515807.000000,329192.000000
1343.674833,0.198438,515261.000000,326279.000000
1347.053022,0.203004,514494.000000,322386.000000
1350.426860,0.208031,513196.000000,317872.000000
1353.796344,0.213572,511820.000000,313001.000000
1357.161476,0.219330,510453.000000,308053.000000
1360.522255,0.224656,508989.000000,303426.000000
1364.996523,0.230878,506578.000000,297693.000000
1368.347147,0.233351,504705.000000,294908.000000
1371.693417,0.233328,502623.000000,293707.000000
1375.035335,0.232455,499288.000000,292345.000000
1378.372901,0.232264,496007.000000,290552.000000
1381.706114,0.232665,493126.000000,288598.000000
1385.034974,0.234075,489992.000000,285834.000000
1388.359481,0.235136,487730.000000,283820.000000
1391.679637,0.235702,486234.000000,282581.000000
1396.099739,0.235420,485318.000000,282232.000000
1399.409738,0.236273,485002.000000,281495.000000
1402.715385,0.237200,484535.000000,280624.000000
1406.016679,0.238265,484521.000000,279929.000000
1409.313620,0.239482,485069.000000,279461.000000
1412.606208,0.240642,485477.000000,278950.000000
1415.894445,0.244771,485710.000000,276443.000000
1419.178328,0.247892,486186.000000,274733.000000
1422.457859,0.254321,487691.000000,271534.000000
1426.823796,0.263124,489071.000000,266838.000000
1430.093171,0.271167,490374.000000,262640.000000
1433.358193,0.279153,491971.000000,258694.000000
1436.618863,0.289048,493431.000000,253617.000000
1439.875180,0.299353,495220.000000,248568.000000
1443.127144,0.312603,496699.000000,241819.000000
1446.374756,0.321363,498105.000000,237661.000000
1449.618016,0.332545,499484.000000,232261.000000
1453.935591,0.348383,501051.000000,224646.000000
1457.168694,0.360815,501839.000000,218650.000000
1460.397445,0.374388,502305.000000,212119.000000
1463.621843,0.386641,502914.000000,206468.000000
1466.841888,0.399471,502990.000000,200488.000000
1470.057581,0.411545,502944.000000,194973.000000
1473.268921,0.422779,502843.000000,189956.000000
1476.475909,0.434954,502522.000000,184587.000000
1479.678544,0.444093,501687.000000,180443.000000
1483.941954,0.458479,500616.000000,174191.000000
1487.134433,0.466085,499704.000000,170855.000000
1490.322559,0.474688,498255.000000,167018.000000
1493.506333,0.481354,496773.000000,163985.000000
1496.685754,0.491042,495016.000000,159800.000000
1499.860823,0.497852,492977.000000,156666.000000
1503.031539,0.505731,491156.000000,153281.000000
1506.197903,0.512070,489004.000000,150398.000000
