Method:,Column 1,,
Host Date-Time:,14/1/21 @ 15:2:31,,
Header Version:,1,,
System Temp hundredths:,3078,,
Detector Temp hundredths:,2668,,
Humidity hundredths:,912,,
Lamp PD:,3647,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.212158,91207.000000,55959.000000
905.391135,0.203978,100140.000000,62608.000000
909.293086,0.203630,108241.000000,67727.000000
913.190685,0.202764,116884.000000,73281.000000
917.083931,0.207027,127518.000000,79167.000000
920.972825,0.205156,140036.000000,87314.000000
926.151245,0.207002,160442.000000,99613.000000
930.029983,0.204362,176924.000000,110516.000000
933.904368,0.201239,192482.000000,121102.000000
937.774400,0.197226,207019.000000,131457.000000
941.640080,0.194869,220214.000000,140597.000000
945.501407,0.190053,231781.000000,149632.000000
949.358382,0.188739,242385.000000,156952.000000
953.211004,0.186528,252506.000000,164340.000000
957.059273,0.187073,262404.000000,170568.000000
962.183529,0.185326,275634.000000,179890.000000
966.021642,0.182944,285310.000000,187229.000000
969.855403,0.183101,294814.000000,193396.000000
973.684811,0.182289,303951.000000,199763.000000
977.509867,0.182066,312634.000000,205575.000000
981.330570,0.180547,320588.000000,211544.000000
985.146920,0.180124,327227.000000,216135.000000
988.958918,0.178514,332863.000000,220674.000000
992.766563,0.178405,337748.000000,223969.000000
997.836653,0.176814,342296.000000,227818.000000
1001.634142,0.177456,344897.000000,229210.000000
1005.427279,0.175633,346533.000000,231266.000000
1009.216063,0.174990,347364.000000,232164.000000
1013.000494,0.173377,347610.000000,233193.000000
1016.780573,0.172528,347104.000000,233309.000000
1020.556299,0.171240,346356.000000,233498.000000
1024.327673,0.170707,345314.000000,233081.000000
1028.094694,0.169687,344068.000000,232786.000000
1033.110618,0.169064,342670.000000,232173.000000
1036.867483,0.168658,341443.000000,231558.000000
1040.619996,0.169299,340565.000000,230622.000000
1044.368155,0.169001,339602.000000,230128.000000
1048.111963,0.169904,339187.000000,229369.000000
1051.851417,0.168937,338370.000000,229327.000000
1055.586519,0.169496,337732.000000,228600.000000
1059.317269,0.169375,337270.000000,228351.000000
1063.043666,0.169517,337131.000000,228182.000000
1068.005424,0.171318,337198.000000,227283.000000
1071.721665,0.171947,337936.000000,227451.000000
1075.433553,0.172690,338814.000000,227652.000000
1079.141089,0.172939,339835.000000,228207.000000
1082.844272,0.174219,341087.000000,228374.000000
1086.543103,0.175526,342595.000000,228694.000000
