Method:,Column 1,,
Host Date-Time:,15/1/21 @ 12:11:3,,
Header Version:,1,,
System Temp hundredths:,2865,,
Detector Temp hundredths:,2429,,
Humidity hundredths:,321,,
Lamp PD:,3655,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.166587,91207.000000,62150.000000
905.391135,0.158429,100140.000000,69531.000000
909.293086,0.159174,108241.000000,75027.000000
913.190685,0.157163,116884.000000,81394.000000
917.083931,0.161504,127518.000000,87916.000000
920.972825,0.161501,140036.000000,96547.000000
926.151245,0.160340,160442.000000,110912.000000
930.029983,0.159243,176924.000000,122615.000000
933.904368,0.155881,192482.000000,134434.000000
937.774400,0.151750,207019.000000,145969.000000
941.640080,0.147812,220214.000000,156687.000000
945.501407,0.145114,231781.000000,165945.000000
949.358382,0.142235,242385.000000,174691.000000
953.211004,0.142262,252506.000000,181974.000000
957.059273,0.140164,262404.000000,190023.000000
962.183529,0.138999,275634.000000,200140.000000
966.021642,0.137456,285310.000000,207903.000000
969.855403,0.135829,294814.000000,215635.000000
973.684811,0.135497,303951.000000,222488.000000
977.509867,0.135301,312634.000000,228947.000000
981.330570,0.135797,320588.000000,234504.000000
985.146920,0.134908,327227.000000,239851.000000
988.958918,0.135300,332863.000000,243762.000000
992.766563,0.135170,337748.000000,247413.000000
997.836653,0.135398,342296.000000,250613.000000
1001.634142,0.135385,344897.000000,252525.000000
1005.427279,0.135558,346533.000000,253622.000000
1009.216063,0.136158,347364.000000,253879.000000
1013.000494,0.136717,347610.000000,253732.000000
1016.780573,0.135687,347104.000000,253964.000000
1020.556299,0.136090,346356.000000,253182.000000
1024.327673,0.136213,345314.000000,252349.000000
1028.094694,0.135949,344068.000000,251591.000000
1033.110618,0.136523,342670.000000,250238.000000
1036.867483,0.136516,341443.000000,249346.000000
1040.619996,0.135849,340565.000000,249087.000000
1044.368155,0.134692,339602.000000,249045.000000
1048.111963,0.135398,339187.000000,248337.000000
1051.851417,0.134674,338370.000000,248152.000000
1055.586519,0.134962,337732.000000,247520.000000
1059.317269,0.133911,337270.000000,247780.000000
1063.043666,0.134316,337131.000000,247447.000000
1068.005424,0.133849,337198.000000,247763.000000
1071.721665,0.133812,337936.000000,248326.000000
1075.433553,0.134197,338814.000000,248751.000000
1079.141089,0.134319,339835.000000,249430.000000
1082.844272,0.134680,341087.000000,250141.000000
1086.543103,0.134618,342595.000000,251283.000000
1090.237580,0.135112,344242.000000,252204.000000
1093.927706,0.134494,346318.000000,254086.000000
1097.613478,0.135250,348067.000000,254925.000000
1102.521071,0.135573,350874.000000,256790.000000
1106.196688,0.134284,352530.000000,258769.000000
1109.867952,0.134081,354393.000000,260258.000000
1113.534864,0.133812,356181.000000,261733.000000
1117.197422,0.133185,357783.000000,263290.000000
1120.855629,0.132074,359117.000000,264949.000000
1124.509482,0.132714,360790.000000,265791.000000
1128.158984,0.132235,361832.000000,266853.000000
1131.804132,0.132942,363284.000000,267488.000000
1136.657559,0.134697,364834.000000,267546.000000
1140.292552,0.136930,365983.000000,267012.000000
1143.923192,0.138910,367533.000000,266923.000000
1147.549479,0.141009,368590.000000,266400.000000
1151.171414,0.144621,369591.000000,264911.000000
1154.788996,0.147625,370608.000000,263809.000000
1158.402225,0.151043,371792.000000,262577.000000
1162.011102,0.156341,373034.000000,260260.000000
1165.615627,0.160769,374075.000000,258339.000000
1170.414889,0.166279,375979.000000,256380.000000
1174.009257,0.169034,377809.000000,255999.000000
1177.599273,0.171557,379926.000000,255942.000000
1181.184936,0.172928,382215.000000,256673.000000
1184.766246,0.173701,385401.000000,258352.000000
1188.343204,0.175151,388776.000000,259746.000000
1191.915809,0.177018,392428.000000,261061.000000
1195.484062,0.178933,395791.000000,262140.000000
1199.047962,0.181558,399382.000000,262924.000000
1203.793059,0.183230,405070.000000,265644.000000
1207.346803,0.182823,409052.000000,268507.000000
1210.896194,0.181363,412904.000000,271948.000000
1214.441233,0.178244,416885.000000,276549.000000
1217.981920,0.175165,421320.000000,281480.000000
1221.518253,0.171665,425284.000000,286427.000000
1225.050234,0.168769,429183.000000,290987.000000
1228.577863,0.167275,433814.000000,295140.000000
1232.101139,0.165075,438565.000000,299888.000000
1236.792070,0.165628,444300.000000,303423.000000
1240.305190,0.165352,448060.000000,306185.000000
1243.813957,0.166157,452297.000000,308508.000000
1247.318372,0.168194,455893.000000,309506.000000
1250.818434,0.170698,459082.000000,309879.000000
1254.314143,0.172238,462510.000000,311088.000000
1257.805500,0.174311,466532.000000,312299.000000
1261.292505,0.177688,470752.000000,312683.000000
1264.775157,0.180261,474874.000000,313558.000000
1269.411922,0.183074,480696.000000,315353.000000
1272.884417,0.184849,486062.000000,317572.000000
1276.352561,0.185727,490790.000000,320014.000000
1279.816351,0.185552,494557.000000,322600.000000
1283.275789,0.185481,498768.000000,325400.000000
1286.730874,0.183579,502917.000000,329547.000000
1290.181607,0.182188,506587.000000,333017.000000
1293.627987,0.179493,509239.000000,336844.000000
1297.070015,0.177646,511855.000000,340017.000000
1301.652615,0.174567,515095.000000,344604.000000
1305.084486,0.172726,516531.000000,347033.000000
1308.512005,0.171283,517299.000000,348705.000000
1311.935171,0.171057,518312.000000,349570.000000
1315.353985,0.170434,518822.000000,350416.000000
1318.768446,0.169938,518589.000000,350659.000000
1322.178555,0.170167,518088.000000,350136.000000
1325.584311,0.170920,517825.000000,349352.000000
1328.985715,0.170733,517743.000000,349447.000000
1333.514148,0.172700,517179.000000,347489.000000
1336.905396,0.174279,516086.000000,345496.000000
1340.292291,0.177381,515807.000000,342852.000000
1343.674833,0.180638,515261.000000,339930.000000
1347.053022,0.184668,514494.000000,336289.000000
1350.426860,0.189853,513196.000000,331459.000000
1353.796344,0.195476,511820.000000,326318.000000
1357.161476,0.201238,510453.000000,321157.000000
1360.522255,0.207530,508989.000000,315630.000000
1364.996523,0.214056,506578.000000,309450.000000
1368.347147,0.215947,504705.000000,306966.000000
1371.693417,0.217460,502623.000000,304637.000000
1375.035335,0.216545,499288.000000,303254.000000
1378.372901,0.216028,496007.000000,301620.000000
1381.706114,0.216193,493126.000000,299754.000000
1385.034974,0.216927,489992.000000,297346.000000
1388.359481,0.217860,487730.000000,295338.000000
1391.679637,0.219009,486234.000000,293654.000000
1396.099739,0.219085,485318.000000,293050.000000
1399.409738,0.219505,485002.000000,292576.000000
1402.715385,0.220249,484535.000000,291794.000000
1406.016679,0.221432,484521.000000,290992.000000
1409.313620,0.222777,485069.000000,290420.000000
1412.606208,0.224615,485477.000000,289437.000000
1415.894445,0.228326,485710.000000,287112.000000
1419.178328,0.232110,486186.000000,284900.000000
1422.457859,0.237909,487691.000000,281991.000000
1426.823796,0.247167,489071.000000,276825.000000
1430.093171,0.255129,490374.000000,272520.000000
1433.358193,0.264309,491971.000000,267689.000000
1436.618863,0.273748,493431.000000,262711.000000
1439.875180,0.283724,495220.000000,257676.000000
1443.127144,0.295493,496699.000000,251536.000000
1446.374756,0.306820,498105.000000,245754.000000
1449.618016,0.317679,499484.000000,240349.000000
1453.935591,0.334334,501051.000000,232032.000000
1457.168694,0.346987,501839.000000,225724.000000
1460.397445,0.360276,502305.000000,219125.000000
1463.621843,0.373171,502914.000000,212972.000000
