Method:,Column 1,,
Host Date-Time:,15/1/21 @ 12:14:41,,
Header Version:,1,,
System Temp hundredths:,3029,,
Detector Temp hundredths:,2590,,
Humidity hundredths:,214,,
Lamp PD:,3652,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.108220,91207.000000,71090.000000
905.391135,0.104870,100140.000000,78657.000000
909.293086,0.103901,108241.000000,85210.000000
913.190685,0.104562,116884.000000,91874.000000
917.083931,0.105111,127518.000000,100106.000000
920.972825,0.106096,140036.000000,109684.000000
926.151245,0.105769,160442.000000,125762.000000
930.029983,0.102677,176924.000000,139672.000000
933.904368,0.097366,192482.000000,153824.000000
937.774400,0.093968,207019.000000,166741.000000
941.640080,0.090487,220214.000000,178796.000000
945.501407,0.087939,231781.000000,189295.000000
949.358382,0.085980,242385.000000,198850.000000
953.211004,0.084902,252506.000000,207668.000000
957.059273,0.083789,262404.000000,216362.000000
962.183529,0.083500,275634.000000,227422.000000
966.021642,0.082698,285310.000000,235841.000000
969.855403,0.082607,294814.000000,243748.000000
973.684811,0.082069,303951.000000,251614.000000
977.509867,0.081467,312634.000000,259161.000000
981.330570,0.081353,320588.000000,265824.000000
985.146920,0.081412,327227.000000,271292.000000
988.958918,0.081393,332863.000000,275977.000000
992.766563,0.081841,337748.000000,279738.000000
997.836653,0.082909,342296.000000,282809.000000
1001.634142,0.083566,344897.000000,284527.000000
1005.427279,0.085124,346533.000000,284853.000000
1009.216063,0.086335,347364.000000,284741.000000
1013.000494,0.087042,347610.000000,284479.000000
1016.780573,0.087577,347104.000000,283715.000000
1020.556299,0.088474,346356.000000,282520.000000
1024.327673,0.088515,345314.000000,281643.000000
1028.094694,0.088325,344068.000000,280750.000000
1033.110618,0.088727,342670.000000,279350.000000
1036.867483,0.087949,341443.000000,278849.000000
1040.619996,0.087379,340565.000000,278497.000000
1044.368155,0.085917,339602.000000,278646.000000
1048.111963,0.086698,339187.000000,277806.000000
1051.851417,0.086292,338370.000000,277396.000000
1055.586519,0.084963,337732.000000,277721.000000
1059.317269,0.085000,337270.000000,277318.000000
1063.043666,0.084403,337131.000000,277585.000000
1068.005424,0.084309,337198.000000,277700.000000
1071.721665,0.085177,337936.000000,277752.000000
1075.433553,0.084619,338814.000000,278832.000000
1079.141089,0.084846,339835.000000,279526.000000
1082.844272,0.084860,341087.000000,280547.000000
1086.543103,0.084957,342595.000000,281724.000000
1090.237580,0.084843,344242.000000,283153.000000
1093.927706,0.084397,346318.000000,285153.000000
1097.613478,0.084229,348067.000000,286704.000000
1102.521071,0.083272,350874.000000,289654.000000
1106.196688,0.082961,352530.000000,291229.000000
1109.867952,0.083049,354393.000000,292709.000000
1113.534864,0.082105,356181.000000,294826.000000
1117.197422,0.081548,357783.000000,296532.000000
1120.855629,0.081240,359117.000000,297849.000000
1124.509482,0.081886,360790.000000,298792.000000
1128.158984,0.082138,361832.000000,299481.000000
1131.804132,0.083731,363284.000000,299582.000000
1136.657559,0.084829,364834.000000,300100.000000
1140.292552,0.086059,365983.000000,300194.000000
