Method:,Column 1,,
Host Date-Time:,15/1/21 @ 12:9:16,,
Header Version:,1,,
System Temp hundredths:,2752,,
Detector Temp hundredths:,2338,,
Humidity hundredths:,455,,
Lamp PD:,3658,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.092213,91207.000000,73759.000000
905.391135,0.080093,100140.000000,83275.000000
909.293086,0.076545,108241.000000,90750.000000
913.190685,0.073654,116884.000000,98651.000000
917.083931,0.073662,127518.000000,107624.000000
920.972825,0.077542,140036.000000,117138.000000
926.151245,0.077388,160442.000000,134255.000000
930.029983,0.073413,176924.000000,149408.000000
933.904368,0.069785,192482.000000,163910.000000
937.774400,0.065693,207019.000000,177958.000000
941.640080,0.063529,220214.000000,190246.000000
945.501407,0.059651,231781.000000,202035.000000
949.358382,0.057265,242385.000000,212442.000000
953.211004,0.056528,252506.000000,221689.000000
957.059273,0.055961,262404.000000,230680.000000
962.183529,0.053659,275634.000000,243598.000000
966.021642,0.053114,285310.000000,252466.000000
969.855403,0.053112,294814.000000,260877.000000
973.684811,0.051660,303951.000000,269863.000000
977.509867,0.050941,312634.000000,278032.000000
981.330570,0.049598,320588.000000,285989.000000
985.146920,0.048750,327227.000000,292482.000000
988.958918,0.046622,332863.000000,298981.000000
992.766563,0.046008,337748.000000,303798.000000
997.836653,0.045017,342296.000000,308592.000000
1001.634142,0.043090,344897.000000,312320.000000
1005.427279,0.042346,346533.000000,314339.000000
1009.216063,0.041215,347364.000000,315915.000000
1013.000494,0.039901,347610.000000,317096.000000
1016.780573,0.038423,347104.000000,317714.000000
1020.556299,0.036913,346356.000000,318134.000000
1024.327673,0.036510,345314.000000,317471.000000
1028.094694,0.035906,344068.000000,316766.000000
1033.110618,0.035420,342670.000000,315832.000000
1036.867483,0.034959,341443.000000,315035.000000
1040.619996,0.035849,340565.000000,313582.000000
1044.368155,0.035554,339602.000000,312908.000000
1048.111963,0.036276,339187.000000,312006.000000
1051.851417,0.036542,338370.000000,311064.000000
1055.586519,0.036660,337732.000000,310393.000000
1059.317269,0.037671,337270.000000,309248.000000
1063.043666,0.038199,337131.000000,308745.000000
1068.005424,0.039293,337198.000000,308029.000000
1071.721665,0.040518,337936.000000,307834.000000
1075.433553,0.041993,338814.000000,307587.000000
1079.141089,0.042977,339835.000000,307816.000000
1082.844272,0.044698,341087.000000,307728.000000
1086.543103,0.046216,342595.000000,308010.000000
1090.237580,0.048017,344242.000000,308210.000000
1093.927706,0.049958,346318.000000,308686.000000
1097.613478,0.052137,348067.000000,308692.000000
1102.521071,0.057599,350874.000000,307293.000000
1106.196688,0.062778,352530.000000,305083.000000
1109.867952,0.071002,354393.000000,300942.000000
1113.534864,0.081593,356181.000000,295174.000000
1117.197422,0.094514,357783.000000,287810.000000
1120.855629,0.107703,359117.000000,280242.000000
1124.509482,0.118851,360790.000000,274412.000000
1128.158984,0.124427,361832.000000,271694.000000
1131.804132,0.123742,363284.000000,273215.000000
1136.657559,0.112936,364834.000000,281293.000000
1140.292552,0.102565,365983.000000,288999.000000
1143.923192,0.093764,367533.000000,296164.000000
1147.549479,0.087942,368590.000000,301024.000000
1151.171414,0.084077,369591.000000,304540.000000
1154.788996,0.082937,370608.000000,306181.000000
1158.402225,0.081890,371792.000000,307900.000000
1162.011102,0.082282,373034.000000,308650.000000
1165.615627,0.081236,374075.000000,310258.000000
1170.414889,0.079303,375979.000000,313228.000000
1174.009257,0.077034,377809.000000,316401.000000
1177.599273,0.073996,379926.000000,320408.000000
1181.184936,0.070533,382215.000000,324919.000000
1184.766246,0.065029,385401.000000,331806.000000
1188.343204,0.060548,388776.000000,338183.000000
1191.915809,0.057008,392428.000000,344153.000000
1195.484062,0.055045,395791.000000,348675.000000
1199.047962,0.053706,399382.000000,352925.000000
1203.793059,0.053918,405070.000000,357777.000000
1207.346803,0.053323,409052.000000,361789.000000
1210.896194,0.054037,412904.000000,364596.000000
1214.441233,0.054344,416885.000000,367851.000000
1217.981920,0.054289,421320.000000,371812.000000
1221.518253,0.054579,425284.000000,375059.000000
1225.050234,0.054283,429183.000000,378756.000000
1228.577863,0.054740,433814.000000,382440.000000
1232.101139,0.054815,438565.000000,386562.000000
1236.792070,0.055385,444300.000000,391103.000000
1240.305190,0.055944,448060.000000,393906.000000
1243.813957,0.056313,452297.000000,397293.000000
1247.318372,0.057395,455893.000000,399455.000000
1250.818434,0.057966,459082.000000,401721.000000
1254.314143,0.059071,462510.000000,403692.000000
1257.805500,0.059833,466532.000000,406489.000000
1261.292505,0.061622,470752.000000,408479.000000
1264.775157,0.062350,474874.000000,411366.000000
1269.411922,0.063679,480696.000000,415137.000000
1272.884417,0.064897,486062.000000,418596.000000
1276.352561,0.066236,490790.000000,421366.000000
1279.816351,0.067911,494557.000000,422966.000000
1283.275789,0.068829,498768.000000,425667.000000
1286.730874,0.070405,502917.000000,427653.000000
1290.181607,0.071895,506587.000000,429298.000000
1293.627987,0.073030,509239.000000,430419.000000
1297.070015,0.073797,511855.000000,431867.000000
1301.652615,0.075081,515095.000000,433318.000000
1305.084486,0.076332,516531.000000,433276.000000
1308.512005,0.077695,517299.000000,432560.000000
1311.935171,0.078096,518312.000000,433007.000000
1315.353985,0.079611,518822.000000,431924.000000
1318.768446,0.080785,518589.000000,430565.000000
1322.178555,0.081692,518088.000000,429251.000000
1325.584311,0.082826,517825.000000,427915.000000
1328.985715,0.084651,517743.000000,426053.000000
1333.514148,0.088250,517179.000000,422076.000000
1336.905396,0.090288,516086.000000,419212.000000
1340.292291,0.094422,515807.000000,415016.000000
1343.674833,0.096880,515261.000000,412237.000000
1347.053022,0.100122,514494.000000,408562.000000
1350.426860,0.101717,513196.000000,406038.000000
1353.796344,0.101165,511820.000000,405464.000000
1357.161476,0.100375,510453.000000,405117.000000
1360.522255,0.101247,508989.000000,403145.000000
1364.996523,0.104387,506578.000000,398345.000000
1368.347147,0.106294,504705.000000,395133.000000
1371.693417,0.108044,502623.000000,391921.000000
1375.035335,0.106491,499288.000000,390715.000000
1378.372901,0.104087,496007.000000,390302.000000
1381.706114,0.102202,493126.000000,389723.000000
1385.034974,0.101301,489992.000000,388050.000000
1388.359481,0.101416,487730.000000,386157.000000
1391.679637,0.102050,486234.000000,384411.000000
1396.099739,0.102267,485318.000000,383495.000000
1399.409738,0.100875,485002.000000,384475.000000
1402.715385,0.100447,484535.000000,384484.000000
1406.016679,0.098638,484521.000000,386078.000000
1409.313620,0.096937,485069.000000,388031.000000
1412.606208,0.095792,485477.000000,389383.000000
1415.894445,0.096110,485710.000000,389284.000000
1419.178328,0.096380,486186.000000,389424.000000
1422.457859,0.096941,487691.000000,390125.000000
1426.823796,0.096777,489071.000000,391377.000000
1430.093171,0.096599,490374.000000,392580.000000
1433.358193,0.095297,491971.000000,395041.000000
1436.618863,0.094808,493431.000000,396660.000000
1439.875180,0.095448,495220.000000,397512.000000
1443.127144,0.095132,496699.000000,398989.000000
1446.374756,0.096340,498105.000000,399007.000000
1449.618016,0.096992,499484.000000,399512.000000
1453.935591,0.098275,501051.000000,399583.000000
1457.168694,0.097953,501839.000000,400508.000000
1460.397445,0.097469,502305.000000,401327.000000
1463.621843,0.097231,502914.000000,402034.000000
1466.841888,0.096925,502990.000000,402378.000000
1470.057581,0.096557,502944.000000,402682.000000
1473.268921,0.096026,502843.000000,403094.000000
1476.475909,0.095428,502522.000000,403392.000000
1479.678544,0.095039,501687.000000,403082.000000
1483.941954,0.094886,500616.000000,402364.000000
1487.134433,0.095296,499704.000000,401252.000000
1490.322559,0.095438,498255.000000,399957.000000
1493.506333,0.095883,496773.000000,398359.000000
1496.685754,0.096673,495016.000000,396229.000000
1499.860823,0.096902,492977.000000,394389.000000
1503.031539,0.096874,491156.000000,392957.000000
1506.197903,0.097491,489004.000000,390680.000000
1509.359914,0.098628,486639.000000,387774.000000
1513.569158,0.100072,482899.000000,383517.000000
1516.721012,0.100754,479678.000000,380361.000000
1519.868515,0.102526,476890.000000,376610.000000
1523.011664,0.103388,473405.000000,373117.000000
1526.150462,0.104286,470037.000000,369697.000000
1529.284906,0.105471,466420.000000,365853.000000
1532.414998,0.106304,462360.000000,361973.000000
1535.540737,0.106553,457987.000000,358344.000000
1538.662124,0.107619,453227.000000,353750.000000
1542.817202,0.108716,447406.000000,348326.000000
1545.928433,0.109121,442064.000000,343846.000000
1549.035311,0.109950,436619.000000,338963.000000
1552.137837,0.110581,431327.000000,334369.000000
1555.236010,0.111542,425604.000000,329203.000000
1558.329830,0.111904,419782.000000,324429.000000
1561.419298,0.113460,413789.000000,318654.000000
1564.504413,0.113501,407625.000000,313877.000000
1567.585176,0.115597,401258.000000,307487.000000
1571.686088,0.116644,392494.000000,300047.000000
1574.756695,0.118893,386060.000000,293604.000000
1577.822949,0.120283,379068.000000,287365.000000
1580.884850,0.122874,372237.000000,280508.000000
1583.942399,0.125387,365532.000000,273866.000000
1586.995595,0.127916,358457.000000,267006.000000
1590.044439,0.130889,351337.000000,259917.000000
1593.088930,0.133657,343946.000000,252833.000000
1596.129068,0.135109,337142.000000,247004.000000
1600.175815,0.137986,327373.000000,238263.000000
1603.205798,0.142515,320074.000000,230534.000000
1606.231427,0.145740,312860.000000,223671.000000
1609.252704,0.150409,305444.000000,216034.000000
1612.269629,0.156217,298028.000000,207989.000000
1615.282201,0.164009,290981.000000,199460.000000
1618.290420,0.171368,283873.000000,191318.000000
