Method:,Column 1,,
Host Date-Time:,15/1/21 @ 12:14:33,,
Header Version:,1,,
System Temp hundredths:,3016,,
Detector Temp hundredths:,2580,,
Humidity hundredths:,214,,
Lamp PD:,3652,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.111021,91207.000000,70633.000000
905.391135,0.105108,100140.000000,78614.000000
909.293086,0.103366,108241.000000,85315.000000
913.190685,0.102544,116884.000000,92302.000000
917.083931,0.107129,127518.000000,99642.000000
920.972825,0.106441,140036.000000,109597.000000
926.151245,0.107017,160442.000000,125401.000000
930.029983,0.103487,176924.000000,139412.000000
933.904368,0.098763,192482.000000,153330.000000
937.774400,0.094176,207019.000000,166661.000000
941.640080,0.090861,220214.000000,178642.000000
945.501407,0.087531,231781.000000,189473.000000
949.358382,0.083812,242385.000000,199845.000000
953.211004,0.083403,252506.000000,208386.000000
957.059273,0.081591,262404.000000,217460.000000
962.183529,0.080194,275634.000000,229160.000000
966.021642,0.079439,285310.000000,237617.000000
969.855403,0.078504,294814.000000,246062.000000
973.684811,0.077741,303951.000000,254134.000000
977.509867,0.075732,312634.000000,262606.000000
981.330570,0.075751,320588.000000,269275.000000
985.146920,0.075463,327227.000000,275034.000000
988.958918,0.075354,332863.000000,279841.000000
992.766563,0.074494,337748.000000,284511.000000
997.836653,0.075547,342296.000000,287644.000000
1001.634142,0.077010,344897.000000,288855.000000
1005.427279,0.077207,346533.000000,290093.000000
1009.216063,0.077932,347364.000000,290304.000000
1013.000494,0.078986,347610.000000,289805.000000
1016.780573,0.078459,347104.000000,289735.000000
1020.556299,0.079570,346356.000000,288372.000000
1024.327673,0.079675,345314.000000,287435.000000
1028.094694,0.079442,344068.000000,286551.000000
1033.110618,0.078986,342670.000000,285687.000000
1036.867483,0.079041,341443.000000,284628.000000
1040.619996,0.078342,340565.000000,284353.000000
1044.368155,0.077458,339602.000000,284127.000000
1048.111963,0.077761,339187.000000,283582.000000
1051.851417,0.077040,338370.000000,283369.000000
1055.586519,0.076635,337732.000000,283098.000000
1059.317269,0.076291,337270.000000,282935.000000
1063.043666,0.076524,337131.000000,282667.000000
1068.005424,0.076508,337198.000000,282733.000000
1071.721665,0.076729,337936.000000,283208.000000
1075.433553,0.077059,338814.000000,283728.000000
1079.141089,0.077323,339835.000000,284410.000000
1082.844272,0.076850,341087.000000,285769.000000
1086.543103,0.077084,342595.000000,286878.000000
1090.237580,0.077295,344242.000000,288117.000000
1093.927706,0.076996,346318.000000,290054.000000
1097.613478,0.076798,348067.000000,291652.000000
1102.521071,0.077172,350874.000000,293751.000000
1106.196688,0.075882,352530.000000,296015.000000
1109.867952,0.075914,354393.000000,297558.000000
1113.534864,0.075328,356181.000000,299463.000000
1117.197422,0.075247,357783.000000,300866.000000
1120.855629,0.074495,359117.000000,302511.000000
1124.509482,0.075351,360790.000000,303322.000000
1128.158984,0.075668,361832.000000,303976.000000
1131.804132,0.076735,363284.000000,304447.000000
1136.657559,0.078830,364834.000000,304274.000000
1140.292552,0.079714,365983.000000,304612.000000
1143.923192,0.081738,367533.000000,304480.000000
1147.549479,0.083673,368590.000000,303998.000000
1151.171414,0.086104,369591.000000,303122.000000
1154.788996,0.089394,370608.000000,301662.000000
1158.402225,0.093593,371792.000000,299714.000000
1162.011102,0.096804,373034.000000,298500.000000
1165.615627,0.100796,374075.000000,296594.000000
1170.414889,0.104752,375979.000000,295401.000000
1174.009257,0.108808,377809.000000,294079.000000
1177.599273,0.112975,379926.000000,292903.000000
1181.184936,0.116885,382215.000000,292027.000000
1184.766246,0.119824,385401.000000,292475.000000
1188.343204,0.122263,388776.000000,293384.000000
1191.915809,0.122706,392428.000000,295838.000000
1195.484062,0.122058,395791.000000,298819.000000
1199.047962,0.119825,399382.000000,303084.000000
1203.793059,0.118604,405070.000000,308266.000000
1207.346803,0.117058,409052.000000,312407.000000
1210.896194,0.115473,412904.000000,316502.000000
1214.441233,0.115232,416885.000000,319731.000000
1217.981920,0.113455,421320.000000,324457.000000
1221.518253,0.111537,425284.000000,328959.000000
1225.050234,0.109420,429183.000000,333597.000000
1228.577863,0.107649,433814.000000,338575.000000
1232.101139,0.107316,438565.000000,342545.000000
1236.792070,0.106433,444300.000000,347731.000000
1240.305190,0.107093,448060.000000,350141.000000
1243.813957,0.107533,452297.000000,353094.000000
1247.318372,0.108324,455893.000000,355254.000000
1250.818434,0.109429,459082.000000,356830.000000
1254.314143,0.110139,462510.000000,358907.000000
1257.805500,0.111505,466532.000000,360891.000000
1261.292505,0.111938,470752.000000,363793.000000
1264.775157,0.113070,474874.000000,366023.000000
1269.411922,0.113027,480696.000000,370547.000000
1272.884417,0.113447,486062.000000,374321.000000
1276.352561,0.112490,490790.000000,378796.000000
1279.816351,0.111704,494557.000000,382395.000000
1283.275789,0.110224,498768.000000,386968.000000
1286.730874,0.109751,502917.000000,390612.000000
1290.181607,0.108913,506587.000000,394222.000000
1293.627987,0.107806,509239.000000,397297.000000
1297.070015,0.107333,511855.000000,399773.000000
1301.652615,0.106230,515095.000000,403327.000000
1305.084486,0.106169,516531.000000,404508.000000
1308.512005,0.105823,517299.000000,405433.000000
