Method:,Column 1,,
Host Date-Time:,10/12/20 @ 12:20:14,,
Header Version:,1,,
System Temp hundredths:,3076,,
Detector Temp hundredths:,2656,,
Humidity hundredths:,643,,
Lamp PD:,3654,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.280873,91207.000000,47770.000000
905.391135,0.280688,100140.000000,52471.000000
909.293086,0.277482,108241.000000,57136.000000
913.190685,0.279714,116884.000000,61382.000000
917.083931,0.284176,127518.000000,66282.000000
920.972825,0.283470,140036.000000,72907.000000
926.151245,0.283871,160442.000000,83454.000000
930.029983,0.279991,176924.000000,92853.000000
933.904368,0.275552,192482.000000,102056.000000
937.774400,0.271918,207019.000000,110686.000000
941.640080,0.268153,220214.000000,118766.000000
945.501407,0.264215,231781.000000,126143.000000
949.358382,0.262529,242385.000000,132427.000000
953.211004,0.262043,252506.000000,138111.000000
957.059273,0.262782,262404.000000,143281.000000
962.183529,0.261897,275634.000000,150812.000000
966.021642,0.263623,285310.000000,155487.000000
969.855403,0.266379,294814.000000,159650.000000
973.684811,0.270017,303951.000000,163225.000000
977.509867,0.275103,312634.000000,165933.000000
981.330570,0.280832,320588.000000,167925.000000
985.146920,0.286593,327227.000000,169144.000000
988.958918,0.291538,332863.000000,170109.000000
992.766563,0.294853,337748.000000,171293.000000
997.836653,0.299156,342296.000000,171888.000000
1001.634142,0.299769,344897.000000,172950.000000
1005.427279,0.300713,346533.000000,173393.000000
1009.216063,0.299206,347364.000000,174413.000000
1013.000494,0.298707,347610.000000,174737.000000
1016.780573,0.296492,347104.000000,175375.000000
1020.556299,0.294484,346356.000000,175808.000000
1024.327673,0.291472,345314.000000,176499.000000
1028.094694,0.288561,344068.000000,177045.000000
1033.110618,0.285008,342670.000000,177774.000000
1036.867483,0.281524,341443.000000,178564.000000
1040.619996,0.278789,340565.000000,179230.000000
1044.368155,0.276603,339602.000000,179625.000000
1048.111963,0.274822,339187.000000,180143.000000
1051.851417,0.273524,338370.000000,180247.000000
1055.586519,0.272085,337732.000000,180504.000000
1059.317269,0.269472,337270.000000,181345.000000
1063.043666,0.268336,337131.000000,181745.000000
1068.005424,0.266094,337198.000000,182722.000000
1071.721665,0.264825,337936.000000,183658.000000
1075.433553,0.262801,338814.000000,184995.000000
1079.141089,0.260445,339835.000000,186562.000000
1082.844272,0.258571,341087.000000,188059.000000
1086.543103,0.257603,342595.000000,189312.000000
1090.237580,0.255701,344242.000000,191057.000000
1093.927706,0.253551,346318.000000,193163.000000
1097.613478,0.251317,348067.000000,195140.000000
1102.521071,0.250815,350874.000000,196941.000000
1106.196688,0.249256,352530.000000,198582.000000
1109.867952,0.247919,354393.000000,200247.000000
1113.534864,0.246948,356181.000000,201708.000000
1117.197422,0.247371,357783.000000,202418.000000
1120.855629,0.247898,359117.000000,202926.000000
1124.509482,0.250682,360790.000000,202569.000000
1128.158984,0.254111,361832.000000,201556.000000
1131.804132,0.257240,363284.000000,200912.000000
1136.657559,0.262597,364834.000000,199296.000000
1140.292552,0.266121,365983.000000,198308.000000
1143.923192,0.270808,367533.000000,197010.000000
1147.549479,0.277626,368590.000000,194499.000000
1151.171414,0.283203,369591.000000,192539.000000
1154.788996,0.289732,370608.000000,190188.000000
1158.402225,0.294089,371792.000000,188891.000000
1162.011102,0.298784,373034.000000,187484.000000
1165.615627,0.303289,374075.000000,186067.000000
1170.414889,0.309367,375979.000000,184415.000000
1174.009257,0.314352,377809.000000,183198.000000
1177.599273,0.319294,379926.000000,182140.000000
1181.184936,0.324303,382215.000000,181136.000000
1184.766246,0.329566,385401.000000,180446.000000
1188.343204,0.336500,388776.000000,179143.000000
1191.915809,0.342945,392428.000000,178162.000000
1195.484062,0.347822,395791.000000,177682.000000
1199.047962,0.353082,399382.000000,177136.000000
1203.793059,0.354415,405070.000000,179108.000000
1207.346803,0.355925,409052.000000,180241.000000
1210.896194,0.357770,412904.000000,181167.000000
1214.441233,0.356792,416885.000000,183326.000000
1217.981920,0.355492,421320.000000,185832.000000
1221.518253,0.352162,425284.000000,189024.000000
1225.050234,0.344975,429183.000000,193940.000000
1228.577863,0.340323,433814.000000,198144.000000
1232.101139,0.335766,438565.000000,202427.000000
1236.792070,0.330277,444300.000000,207682.000000
1240.305190,0.328495,448060.000000,210301.000000
1243.813957,0.325981,452297.000000,213522.000000
1247.318372,0.325063,455893.000000,215675.000000
1250.818434,0.324211,459082.000000,217610.000000
1254.314143,0.323522,462510.000000,219583.000000
1257.805500,0.323047,466532.000000,221735.000000
1261.292505,0.321671,470752.000000,224451.000000
1264.775157,0.321232,474874.000000,226645.000000
1269.411922,0.318718,480696.000000,230756.000000
1272.884417,0.316775,486062.000000,234378.000000
1276.352561,0.315459,490790.000000,237376.000000
1279.816351,0.313423,494557.000000,240322.000000
1283.275789,0.311842,498768.000000,243252.000000
1286.730874,0.309831,502917.000000,246414.000000
1290.181607,0.308326,506587.000000,249074.000000
1293.627987,0.308367,509239.000000,250354.000000
1297.070015,0.308528,511855.000000,251547.000000
1301.652615,0.307950,515095.000000,253476.000000
1305.084486,0.308141,516531.000000,254071.000000
1308.512005,0.308530,517299.000000,254221.000000
1311.935171,0.309236,518312.000000,254305.000000
1315.353985,0.310017,518822.000000,254098.000000
1318.768446,0.309962,518589.000000,254016.000000
1322.178555,0.310277,518088.000000,253587.000000
1325.584311,0.311810,517825.000000,252565.000000
1328.985715,0.312638,517743.000000,252044.000000
1333.514148,0.315498,517179.000000,250117.000000
1336.905396,0.318779,516086.000000,247710.000000
1340.292291,0.324857,515807.000000,244135.000000
1343.674833,0.330598,515261.000000,240674.000000
1347.053022,0.341460,514494.000000,234380.000000
1350.426860,0.354407,513196.000000,226922.000000
1353.796344,0.369481,511820.000000,218593.000000
1357.161476,0.384452,510453.000000,210622.000000
1360.522255,0.398014,508989.000000,203561.000000
1364.996523,0.411408,506578.000000,196444.000000
1368.347147,0.417408,504705.000000,193032.000000
1371.693417,0.420305,502623.000000,190958.000000
1375.035335,0.418183,499288.000000,190620.000000
1378.372901,0.412977,496007.000000,191651.000000
1381.706114,0.407855,493126.000000,192798.000000
1385.034974,0.404629,489992.000000,193001.000000
1388.359481,0.404413,487730.000000,192206.000000
1391.679637,0.406483,486234.000000,190705.000000
1396.099739,0.413939,485318.000000,187106.000000
1399.409738,0.421637,485002.000000,183699.000000
1402.715385,0.431791,484535.000000,179281.000000
1406.016679,0.442689,484521.000000,174833.000000
1409.313620,0.460218,485069.000000,168107.000000
1412.606208,0.476528,485477.000000,162047.000000
1415.894445,0.498422,485710.000000,154154.000000
1419.178328,0.522908,486186.000000,145846.000000
1422.457859,0.551970,487691.000000,136828.000000
1426.823796,0.598645,489071.000000,123233.000000
1430.093171,0.636198,490374.000000,113326.000000
1433.358193,0.678715,491971.000000,103092.000000
1436.618863,0.715969,493431.000000,94898.000000
1439.875180,0.747012,495220.000000,88672.000000
1443.127144,0.773586,496699.000000,83658.000000
1446.374756,0.792513,498105.000000,80317.000000
1449.618016,0.816077,499484.000000,76286.000000
1453.935591,0.848709,501051.000000,70986.000000
1457.168694,0.875866,501839.000000,66788.000000
1460.397445,0.896065,502305.000000,63812.000000
1463.621843,0.901162,502914.000000,63144.000000
1466.841888,0.896466,502990.000000,63840.000000
1470.057581,0.880747,502944.000000,66187.000000
1473.268921,0.868081,502843.000000,68132.000000
1476.475909,0.855425,502522.000000,70102.000000
1479.678544,0.849542,501687.000000,70940.000000
1483.941954,0.844101,500616.000000,71681.000000
1487.134433,0.842613,499704.000000,71796.000000
1490.322559,0.844770,498255.000000,71233.000000
1493.506333,0.842204,496773.000000,71442.000000
1496.685754,0.842518,495016.000000,71138.000000
1499.860823,0.842757,492977.000000,70806.000000
1503.031539,0.839619,491156.000000,71056.000000
1506.197903,0.837443,489004.000000,71100.000000
1509.359914,0.838058,486639.000000,70656.000000
1513.569158,0.831004,482899.000000,71261.000000
1516.721012,0.830886,479678.000000,70805.000000
1519.868515,0.824817,476890.000000,71384.000000
1523.011664,0.820605,473405.000000,71553.000000
1526.150462,0.813463,470037.000000,72222.000000
1529.284906,0.806950,466420.000000,72749.000000
1532.414998,0.803452,462360.000000,72699.000000
