Method:,Column 1,,
Host Date-Time:,10/12/20 @ 12:16:25,,
Header Version:,1,,
System Temp hundredths:,2976,,
Detector Temp hundredths:,2545,,
Humidity hundredths:,735,,
Lamp PD:,3656,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.082070,91207.000000,75502.000000
905.391135,0.076380,100140.000000,83990.000000
909.293086,0.075083,108241.000000,91056.000000
913.190685,0.072699,116884.000000,98868.000000
917.083931,0.072208,127518.000000,107985.000000
920.972825,0.072382,140036.000000,118538.000000
926.151245,0.073411,160442.000000,135490.000000
930.029983,0.071354,176924.000000,150118.000000
933.904368,0.067312,192482.000000,164846.000000
937.774400,0.062849,207019.000000,179127.000000
941.640080,0.061037,220214.000000,191341.000000
945.501407,0.058760,231781.000000,202450.000000
949.358382,0.056506,242385.000000,212814.000000
953.211004,0.055391,252506.000000,222270.000000
957.059273,0.054815,262404.000000,231289.000000
962.183529,0.053014,275634.000000,243960.000000
966.021642,0.051560,285310.000000,253371.000000
969.855403,0.051507,294814.000000,261843.000000
973.684811,0.050126,303951.000000,270818.000000
977.509867,0.050085,312634.000000,278581.000000
981.330570,0.049905,320588.000000,285787.000000
985.146920,0.049447,327227.000000,292013.000000
988.958918,0.049335,332863.000000,297119.000000
992.766563,0.050162,337748.000000,300906.000000
997.836653,0.051644,342296.000000,303919.000000
1001.634142,0.051859,344897.000000,306077.000000
1005.427279,0.052959,346533.000000,306751.000000
1009.216063,0.052199,347364.000000,308025.000000
1013.000494,0.050197,347610.000000,309667.000000
1016.780573,0.048521,347104.000000,310412.000000
1020.556299,0.045569,346356.000000,311856.000000
1024.327673,0.043726,345314.000000,312240.000000
1028.094694,0.041615,344068.000000,312629.000000
1033.110618,0.040522,342670.000000,312143.000000
1036.867483,0.039756,341443.000000,311575.000000
1040.619996,0.038768,340565.000000,311481.000000
1044.368155,0.037989,339602.000000,311158.000000
1048.111963,0.038436,339187.000000,310458.000000
1051.851417,0.037939,338370.000000,310065.000000
1055.586519,0.038542,337732.000000,309051.000000
1059.317269,0.038886,337270.000000,308384.000000
1063.043666,0.039326,337131.000000,307945.000000
1068.005424,0.040279,337198.000000,307331.000000
1071.721665,0.041675,337936.000000,307015.000000
1075.433553,0.042667,338814.000000,307110.000000
1079.141089,0.042810,339835.000000,307934.000000
1082.844272,0.042825,341087.000000,309058.000000
1086.543103,0.044074,342595.000000,309533.000000
1090.237580,0.044900,344242.000000,310430.000000
1093.927706,0.045411,346318.000000,311935.000000
1097.613478,0.046666,348067.000000,312606.000000
1102.521071,0.050296,350874.000000,312504.000000
1106.196688,0.051510,352530.000000,313102.000000
1109.867952,0.054807,354393.000000,312376.000000
1113.534864,0.057065,356181.000000,312324.000000
1117.197422,0.058139,357783.000000,312954.000000
1120.855629,0.059252,359117.000000,313317.000000
1124.509482,0.060028,360790.000000,314215.000000
1128.158984,0.060060,361832.000000,315099.000000
1131.804132,0.061425,363284.000000,315371.000000
1136.657559,0.062250,364834.000000,316115.000000
1140.292552,0.063898,365983.000000,315910.000000
1143.923192,0.066027,367533.000000,315696.000000
1147.549479,0.068123,368590.000000,315080.000000
1151.171414,0.070025,369591.000000,314555.000000
1154.788996,0.071796,370608.000000,314137.000000
1158.402225,0.073198,371792.000000,314125.000000
1162.011102,0.072987,373034.000000,315327.000000
1165.615627,0.071909,374075.000000,316993.000000
1170.414889,0.067872,375979.000000,321582.000000
1174.009257,0.065218,377809.000000,325128.000000
1177.599273,0.062654,379926.000000,328886.000000
1181.184936,0.060188,382215.000000,332751.000000
1184.766246,0.057644,385401.000000,337496.000000
1188.343204,0.054827,388776.000000,342667.000000
1191.915809,0.052298,392428.000000,347906.000000
1195.484062,0.050626,395791.000000,352241.000000
1199.047962,0.048555,399382.000000,357136.000000
1203.793059,0.047901,405070.000000,362768.000000
1207.346803,0.047008,409052.000000,367088.000000
1210.896194,0.046263,412904.000000,371181.000000
1214.441233,0.046140,416885.000000,374866.000000
1217.981920,0.046723,421320.000000,378346.000000
1221.518253,0.047424,425284.000000,381290.000000
1225.050234,0.048428,429183.000000,383897.000000
1228.577863,0.049025,433814.000000,387506.000000
1232.101139,0.050661,438565.000000,390277.000000
1236.792070,0.052824,444300.000000,393416.000000
1240.305190,0.053909,448060.000000,395756.000000
1243.813957,0.054125,452297.000000,399299.000000
1247.318372,0.053812,455893.000000,402764.000000
1250.818434,0.053793,459082.000000,405599.000000
1254.314143,0.052892,462510.000000,409477.000000
1257.805500,0.053143,466532.000000,412799.000000
1261.292505,0.053650,470752.000000,416047.000000
1264.775157,0.053952,474874.000000,419398.000000
1269.411922,0.053585,480696.000000,424899.000000
1272.884417,0.054471,486062.000000,428766.000000
1276.352561,0.054464,490790.000000,432944.000000
1279.816351,0.054669,494557.000000,436061.000000
1283.275789,0.054696,498768.000000,439747.000000
1286.730874,0.054936,502917.000000,443160.000000
1290.181607,0.055451,506587.000000,445865.000000
1293.627987,0.055932,509239.000000,447703.000000
1297.070015,0.056489,511855.000000,449426.000000
1301.652615,0.057224,515095.000000,451506.000000
1305.084486,0.058484,516531.000000,451453.000000
1308.512005,0.059484,517299.000000,451084.000000
1311.935171,0.060532,518312.000000,450878.000000
1315.353985,0.062194,518822.000000,449598.000000
1318.768446,0.063585,518589.000000,447959.000000
1322.178555,0.065796,518088.000000,445254.000000
