Method:,Column 1,,
Host Date-Time:,17/12/20 @ 15:25:44,,
Header Version:,1,,
System Temp hundredths:,3288,,
Detector Temp hundredths:,2922,,
Humidity hundredths:,1116,,
Lamp PD:,3650,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.145002,91207.000000,65317.000000
905.391135,0.140629,100140.000000,72440.000000
909.293086,0.141346,108241.000000,78171.000000
913.190685,0.143434,116884.000000,84008.000000
917.083931,0.143695,127518.000000,91596.000000
920.972825,0.145845,140036.000000,100091.000000
926.151245,0.147207,160442.000000,114317.000000
930.029983,0.144130,176924.000000,126957.000000
933.904368,0.140068,192482.000000,139419.000000
937.774400,0.136651,207019.000000,151133.000000
941.640080,0.132976,220214.000000,162132.000000
945.501407,0.128334,231781.000000,172482.000000
949.358382,0.126012,242385.000000,181340.000000
953.211004,0.123921,252506.000000,189824.000000
957.059273,0.123265,262404.000000,197563.000000
962.183529,0.122261,275634.000000,208004.000000
966.021642,0.120439,285310.000000,216211.000000
969.855403,0.120657,294814.000000,223301.000000
973.684811,0.119382,303951.000000,230899.000000
977.509867,0.119751,312634.000000,237293.000000
981.330570,0.119984,320588.000000,243200.000000
985.146920,0.120834,327227.000000,247751.000000
988.958918,0.120827,332863.000000,252022.000000
992.766563,0.122801,337748.000000,254561.000000
997.836653,0.123392,342296.000000,257638.000000
1001.634142,0.124809,344897.000000,258750.000000
1005.427279,0.125708,346533.000000,259440.000000
1009.216063,0.126463,347364.000000,259610.000000
1013.000494,0.127191,347610.000000,259359.000000
1016.780573,0.128476,347104.000000,258216.000000
1020.556299,0.128975,346356.000000,257364.000000
1024.327673,0.128646,345314.000000,256784.000000
1028.094694,0.129655,344068.000000,255264.000000
1033.110618,0.129485,342670.000000,254326.000000
1036.867483,0.129951,341443.000000,253144.000000
1040.619996,0.129835,340565.000000,252560.000000
1044.368155,0.129053,339602.000000,252300.000000
1048.111963,0.128560,339187.000000,252278.000000
1051.851417,0.128736,338370.000000,251568.000000
1055.586519,0.128072,337732.000000,251478.000000
1059.317269,0.127214,337270.000000,251631.000000
1063.043666,0.127390,337131.000000,251425.000000
1068.005424,0.127036,337198.000000,251680.000000
1071.721665,0.127653,337936.000000,251873.000000
1075.433553,0.127758,338814.000000,252466.000000
1079.141089,0.127114,339835.000000,253603.000000
1082.844272,0.126949,341087.000000,254634.000000
1086.543103,0.127237,342595.000000,255590.000000
1090.237580,0.127430,344242.000000,256705.000000
1093.927706,0.127026,346318.000000,258493.000000
1097.613478,0.126392,348067.000000,260178.000000
1102.521071,0.126721,350874.000000,262078.000000
1106.196688,0.125740,352530.000000,263910.000000
1109.867952,0.124736,354393.000000,265919.000000
1113.534864,0.124191,356181.000000,267596.000000
1117.197422,0.123369,357783.000000,269309.000000
1120.855629,0.122049,359117.000000,271136.000000
1124.509482,0.121929,360790.000000,272474.000000
1128.158984,0.121826,361832.000000,273326.000000
1131.804132,0.121796,363284.000000,274442.000000
1136.657559,0.121989,364834.000000,275490.000000
1140.292552,0.122753,365983.000000,275872.000000
1143.923192,0.124150,367533.000000,276151.000000
1147.549479,0.125106,368590.000000,276336.000000
1151.171414,0.125816,369591.000000,276634.000000
1154.788996,0.128664,370608.000000,275582.000000
1158.402225,0.131307,371792.000000,274785.000000
1162.011102,0.133762,373034.000000,274149.000000
1165.615627,0.135390,374075.000000,273885.000000
1170.414889,0.139178,375979.000000,272889.000000
1174.009257,0.143079,377809.000000,271765.000000
1177.599273,0.148506,379926.000000,269894.000000
1181.184936,0.153457,382215.000000,268442.000000
1184.766246,0.159010,385401.000000,267241.000000
1188.343204,0.164614,388776.000000,266125.000000
1191.915809,0.169516,392428.000000,265610.000000
1195.484062,0.171474,395791.000000,266681.000000
1199.047962,0.171748,399382.000000,268931.000000
1203.793059,0.171103,405070.000000,273166.000000
1207.346803,0.170722,409052.000000,276094.000000
1210.896194,0.170597,412904.000000,278774.000000
1214.441233,0.171533,416885.000000,280856.000000
1217.981920,0.171782,421320.000000,283681.000000
1221.518253,0.172550,425284.000000,285844.000000
1225.050234,0.172735,429183.000000,288342.000000
1228.577863,0.171353,433814.000000,292382.000000
1232.101139,0.170917,438565.000000,295881.000000
1236.792070,0.170302,444300.000000,300175.000000
1240.305190,0.170262,448060.000000,302743.000000
1243.813957,0.171208,452297.000000,304941.000000
1247.318372,0.171802,455893.000000,306945.000000
1250.818434,0.173272,459082.000000,308048.000000
1254.314143,0.174166,462510.000000,309710.000000
1257.805500,0.175029,466532.000000,311783.000000
1261.292505,0.175663,470752.000000,314144.000000
1264.775157,0.175692,474874.000000,316874.000000
1269.411922,0.175568,480696.000000,320850.000000
1272.884417,0.175389,486062.000000,324566.000000
1276.352561,0.174691,490790.000000,328250.000000
1279.816351,0.174295,494557.000000,331071.000000
1283.275789,0.173480,498768.000000,334517.000000
1286.730874,0.172752,502917.000000,337866.000000
1290.181607,0.172265,506587.000000,340713.000000
1293.627987,0.170809,509239.000000,343647.000000
1297.070015,0.169434,511855.000000,346508.000000
1301.652615,0.167016,515095.000000,350648.000000
1305.084486,0.166539,516531.000000,352012.000000
1308.512005,0.165159,517299.000000,353657.000000
1311.935171,0.164622,518312.000000,354788.000000
1315.353985,0.164358,518822.000000,355353.000000
1318.768446,0.164001,518589.000000,355486.000000
1322.178555,0.164223,518088.000000,354961.000000
1325.584311,0.164535,517825.000000,354526.000000
1328.985715,0.165274,517743.000000,353867.000000
1333.514148,0.166362,517179.000000,352597.000000
1336.905396,0.167519,516086.000000,350916.000000
1340.292291,0.169248,515807.000000,349333.000000
1343.674833,0.172057,515261.000000,346713.000000
1347.053022,0.175527,514494.000000,343442.000000
1350.426860,0.177822,513196.000000,340770.000000
1353.796344,0.182469,511820.000000,336239.000000
1357.161476,0.185780,510453.000000,332794.000000
1360.522255,0.190271,508989.000000,328426.000000
1364.996523,0.193943,506578.000000,324118.000000
1368.347147,0.195357,504705.000000,321870.000000
1371.693417,0.196373,502623.000000,319793.000000
1375.035335,0.196941,499288.000000,317256.000000
1378.372901,0.196058,496007.000000,315813.000000
1381.706114,0.197357,493126.000000,313041.000000
1385.034974,0.198095,489992.000000,310523.000000
1388.359481,0.198968,487730.000000,308469.000000
1391.679637,0.200948,486234.000000,306124.000000
1396.099739,0.203013,485318.000000,304098.000000
1399.409738,0.204077,485002.000000,303156.000000
1402.715385,0.205265,484535.000000,302037.000000
1406.016679,0.207022,484521.000000,300809.000000
1409.313620,0.209136,485069.000000,299687.000000
1412.606208,0.212655,485477.000000,297518.000000
1415.894445,0.216230,485710.000000,295221.000000
1419.178328,0.220754,486186.000000,292448.000000
1422.457859,0.226528,487691.000000,289479.000000
1426.823796,0.236347,489071.000000,283808.000000
1430.093171,0.244976,490374.000000,278966.000000
1433.358193,0.255747,491971.000000,273019.000000
1436.618863,0.266036,493431.000000,267418.000000
1439.875180,0.277644,495220.000000,261309.000000
1443.127144,0.289906,496699.000000,254793.000000
1446.374756,0.303874,498105.000000,247427.000000
1449.618016,0.316591,499484.000000,240952.000000
1453.935591,0.335057,501051.000000,231646.000000
