Method:,Column 1,,
Host Date-Time:,14/1/21 @ 14:30:11,,
Header Version:,1,,
System Temp hundredths:,2755,,
Detector Temp hundredths:,2280,,
Humidity hundredths:,1418,,
Lamp PD:,3654,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.135603,91207.000000,66746.000000
905.391135,0.129929,100140.000000,74247.000000
909.293086,0.128628,108241.000000,80494.000000
913.190685,0.126915,116884.000000,87265.000000
917.083931,0.130140,127518.000000,94500.000000
920.972825,0.129724,140036.000000,103876.000000
926.151245,0.129406,160442.000000,119100.000000
930.029983,0.126693,176924.000000,132158.000000
933.904368,0.125274,192482.000000,144250.000000
937.774400,0.122390,207019.000000,156178.000000
941.640080,0.119653,220214.000000,167183.000000
945.501407,0.118766,231781.000000,176324.000000
949.358382,0.115706,242385.000000,185695.000000
953.211004,0.115806,252506.000000,193404.000000
957.059273,0.113890,262404.000000,201874.000000
962.183529,0.113252,275634.000000,212364.000000
966.021642,0.112472,285310.000000,220214.000000
969.855403,0.111398,294814.000000,228113.000000
973.684811,0.111230,303951.000000,235274.000000
977.509867,0.109870,312634.000000,242754.000000
981.330570,0.108849,320588.000000,249516.000000
985.146920,0.107887,327227.000000,255248.000000
988.958918,0.106888,332863.000000,260242.000000
992.766563,0.105747,337748.000000,264756.000000
997.836653,0.105095,342296.000000,268724.000000
1001.634142,0.104366,344897.000000,271221.000000
1005.427279,0.103927,346533.000000,272783.000000
1009.216063,0.103759,347364.000000,273543.000000
1013.000494,0.103451,347610.000000,273931.000000
1016.780573,0.101875,347104.000000,274527.000000
1020.556299,0.102556,346356.000000,273506.000000
1024.327673,0.101824,345314.000000,273143.000000
1028.094694,0.102037,344068.000000,272024.000000
1033.110618,0.102478,342670.000000,270644.000000
1036.867483,0.102170,341443.000000,269866.000000
1040.619996,0.102574,340565.000000,268922.000000
1044.368155,0.103038,339602.000000,267875.000000
1048.111963,0.104597,339187.000000,266589.000000
1051.851417,0.105022,338370.000000,265687.000000
1055.586519,0.105238,337732.000000,265054.000000
1059.317269,0.105665,337270.000000,264431.000000
1063.043666,0.106006,337131.000000,264115.000000
1068.005424,0.106834,337198.000000,263664.000000
1071.721665,0.108367,337936.000000,263310.000000
1075.433553,0.108843,338814.000000,263705.000000
1079.141089,0.110324,339835.000000,263599.000000
1082.844272,0.111207,341087.000000,264033.000000
1086.543103,0.111479,342595.000000,265034.000000
1090.237580,0.112781,344242.000000,265511.000000
1093.927706,0.114551,346318.000000,266026.000000
1097.613478,0.115392,348067.000000,266852.000000
1102.521071,0.117717,350874.000000,267568.000000
1106.196688,0.119840,352530.000000,267520.000000
1109.867952,0.124599,354393.000000,266003.000000
1113.534864,0.131560,356181.000000,263094.000000
1117.197422,0.140444,357783.000000,258926.000000
1120.855629,0.150466,359117.000000,253963.000000
1124.509482,0.162472,360790.000000,248189.000000
1128.158984,0.171872,361832.000000,243576.000000
1131.804132,0.175927,363284.000000,242281.000000
1136.657559,0.172146,364834.000000,245442.000000
1140.292552,0.165028,365983.000000,250284.000000
1143.923192,0.159472,367533.000000,254580.000000
1147.549479,0.146203,368590.000000,263233.000000
1151.171414,0.138560,369591.000000,268634.000000
1154.788996,0.131818,370608.000000,273588.000000
1158.402225,0.126873,371792.000000,277605.000000
1162.011102,0.122846,373034.000000,281127.000000
1165.615627,0.119923,374075.000000,283815.000000
1170.414889,0.116610,375979.000000,287444.000000
1174.009257,0.114756,377809.000000,290079.000000
1177.599273,0.114513,379926.000000,291868.000000
1181.184936,0.112898,382215.000000,294720.000000
1184.766246,0.112772,385401.000000,297263.000000
