Method:,Column 1,,
Host Date-Time:,14/1/21 @ 14:24:57,,
Header Version:,1,,
System Temp hundredths:,2360,,
Detector Temp hundredths:,1976,,
Humidity hundredths:,1984,,
Lamp PD:,3663,,
Shift Vector Coefficients:,-3.96018,0.0400117,-9.79621e-05,,
Pixel to Wavelength Coefficients:,1783.94,-0.91859,-0.000241811,,
Serial Number:,6100014,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.484831,0.237074,91207.000000,52839.000000
905.391135,0.223994,100140.000000,59788.000000
909.293086,0.225641,108241.000000,64380.000000
913.190685,0.222490,116884.000000,70027.000000
917.083931,0.223423,127518.000000,76234.000000
920.972825,0.223758,140036.000000,83653.000000
926.151245,0.222360,160442.000000,96152.000000
930.029983,0.219045,176924.000000,106842.000000
933.904368,0.215822,192482.000000,117103.000000
937.774400,0.212104,207019.000000,127030.000000
941.640080,0.209571,220214.000000,135917.000000
945.501407,0.206540,231781.000000,144058.000000
949.358382,0.205434,242385.000000,151033.000000
953.211004,0.204834,252506.000000,157557.000000
957.059273,0.203074,262404.000000,164398.000000
962.183529,0.202347,275634.000000,172976.000000
966.021642,0.201749,285310.000000,179295.000000
969.855403,0.200755,294814.000000,185692.000000
973.684811,0.199923,303951.000000,191814.000000
977.509867,0.199944,312634.000000,197284.000000
981.330570,0.199479,320588.000000,202520.000000
985.146920,0.199708,327227.000000,206605.000000
988.958918,0.199199,332863.000000,210410.000000
992.766563,0.199350,337748.000000,213424.000000
997.836653,0.200393,342296.000000,215779.000000
1001.634142,0.201228,344897.000000,217001.000000
1005.427279,0.201348,346533.000000,217970.000000
1009.216063,0.202040,347364.000000,218145.000000
1013.000494,0.201526,347610.000000,218558.000000
1016.780573,0.201710,347104.000000,218147.000000
1020.556299,0.201584,346356.000000,217740.000000
1024.327673,0.202029,345314.000000,216863.000000
1028.094694,0.202002,344068.000000,216094.000000
1033.110618,0.201693,342670.000000,215369.000000
1036.867483,0.201318,341443.000000,214783.000000
1040.619996,0.201156,340565.000000,214311.000000
1044.368155,0.201692,339602.000000,213441.000000
1048.111963,0.202043,339187.000000,213008.000000
1051.851417,0.201998,338370.000000,212517.000000
1055.586519,0.201657,337732.000000,212283.000000
1059.317269,0.200386,337270.000000,212614.000000
1063.043666,0.200438,337131.000000,212501.000000
1068.005424,0.200761,337198.000000,212385.000000
1071.721665,0.201226,337936.000000,212622.000000
1075.433553,0.200088,338814.000000,213734.000000
1079.141089,0.201143,339835.000000,213858.000000
1082.844272,0.201070,341087.000000,214682.000000
1086.543103,0.201463,342595.000000,215436.000000
1090.237580,0.201552,344242.000000,216427.000000
1093.927706,0.201916,346318.000000,217550.000000
1097.613478,0.200656,348067.000000,219284.000000
1102.521071,0.201215,350874.000000,220768.000000
1106.196688,0.200859,352530.000000,221992.000000
1109.867952,0.201369,354393.000000,222903.000000
1113.534864,0.200323,356181.000000,224568.000000
1117.197422,0.199354,357783.000000,226082.000000
1120.855629,0.198090,359117.000000,227586.000000
1124.509482,0.198112,360790.000000,228635.000000
1128.158984,0.197647,361832.000000,229541.000000
1131.804132,0.199170,363284.000000,229655.000000
1136.657559,0.200128,364834.000000,230127.000000
1140.292552,0.201567,365983.000000,230088.000000
1143.923192,0.205212,367533.000000,229131.000000
1147.549479,0.207017,368590.000000,228837.000000
1151.171414,0.209903,369591.000000,227939.000000
1154.788996,0.213680,370608.000000,226587.000000
1158.402225,0.219153,371792.000000,224464.000000
1162.011102,0.222906,373034.000000,223276.000000
1165.615627,0.228362,374075.000000,221104.000000
1170.414889,0.234408,375979.000000,219157.000000
1174.009257,0.237348,377809.000000,218738.000000
1177.599273,0.240110,379926.000000,218569.000000
1181.184936,0.241550,382215.000000,219158.000000
1184.766246,0.242971,385401.000000,220263.000000
1188.343204,0.243231,388776.000000,222059.000000
1191.915809,0.246100,392428.000000,222669.000000
1195.484062,0.249062,395791.000000,223051.000000
1199.047962,0.250333,399382.000000,224417.000000
1203.793059,0.252803,405070.000000,226322.000000
1207.346803,0.252026,409052.000000,228956.000000
1210.896194,0.250006,412904.000000,232190.000000
1214.441233,0.247025,416885.000000,236043.000000
1217.981920,0.244439,421320.000000,239979.000000
1221.518253,0.240024,425284.000000,244712.000000
1225.050234,0.236574,429183.000000,248925.000000
1228.577863,0.234561,433814.000000,252780.000000
1232.101139,0.232874,438565.000000,256543.000000
1236.792070,0.232252,444300.000000,260270.000000
1240.305190,0.232884,448060.000000,262091.000000
1243.813957,0.234373,452297.000000,263664.000000
1247.318372,0.235676,455893.000000,264964.000000
1250.818434,0.237425,459082.000000,265745.000000
1254.314143,0.240388,462510.000000,265909.000000
1257.805500,0.243633,466532.000000,266225.000000
1261.292505,0.246833,470752.000000,266661.000000
1264.775157,0.249835,474874.000000,267143.000000
1269.411922,0.252753,480696.000000,268607.000000
1272.884417,0.254741,486062.000000,270365.000000
1276.352561,0.256213,490790.000000,272071.000000
1279.816351,0.255922,494557.000000,274343.000000
1283.275789,0.255248,498768.000000,277109.000000
1286.730874,0.253656,502917.000000,280440.000000
1290.181607,0.251844,506587.000000,283668.000000
1293.627987,0.248742,509239.000000,287197.000000
1297.070015,0.246815,511855.000000,289956.000000
1301.652615,0.243020,515095.000000,294352.000000
1305.084486,0.241190,516531.000000,296419.000000
1308.512005,0.240277,517299.000000,297485.000000
1311.935171,0.238849,518312.000000,299049.000000
1315.353985,0.237684,518822.000000,300147.000000
1318.768446,0.237002,518589.000000,300484.000000
1322.178555,0.236589,518088.000000,300479.000000
1325.584311,0.236832,517825.000000,300159.000000
1328.985715,0.237649,517743.000000,299547.000000
1333.514148,0.239352,517179.000000,298050.000000
1336.905396,0.241583,516086.000000,295896.000000
1340.292291,0.244011,515807.000000,294087.000000
1343.674833,0.247389,515261.000000,291500.000000
1347.053022,0.252125,514494.000000,287909.000000
1350.426860,0.258035,513196.000000,283301.000000
1353.796344,0.263948,511820.000000,278721.000000
1357.161476,0.270692,510453.000000,273693.000000
1360.522255,0.276879,508989.000000,269048.000000
1364.996523,0.284537,506578.000000,263093.000000
1368.347147,0.286797,504705.000000,260760.000000
1371.693417,0.287599,502623.000000,259205.000000
1375.035335,0.287341,499288.000000,257638.000000
1378.372901,0.287085,496007.000000,256096.000000
1381.706114,0.287716,493126.000000,254239.000000
1385.034974,0.287831,489992.000000,252556.000000
1388.359481,0.289417,487730.000000,250474.000000
1391.679637,0.289792,486234.000000,249490.000000
1396.099739,0.291156,485318.000000,248239.000000
1399.409738,0.291005,485002.000000,248164.000000
1402.715385,0.291404,484535.000000,247697.000000
1406.016679,0.292006,484521.000000,247347.000000
1409.313620,0.294098,485069.000000,246437.000000
1412.606208,0.296264,485477.000000,245417.000000
